SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0015_283.9,38.0,0.86,0.84,1.03,0.79,0.77,1.0,0.71,0.69,0.95
0015_285.1,38.0,0.87,0.81,1.04,0.8,0.75,1.02,0.72,0.66,0.97
0015_285.5,38.0,1.01,0.83,1.21,0.98,0.76,1.18,0.88,0.68,1.12
0015_285.8,38.0,0.99,0.8,1.15,0.94,0.73,1.13,0.84,0.65,1.07
0015_286.8,38.0,1.0,0.84,1.16,0.95,0.77,1.14,0.85,0.69,1.08
0015_288.2,38.0,0.9,0.78,1.02,0.85,0.72,1.0,0.77,0.64,0.95
0015_289.8,38.0,1.0,0.92,1.07,0.97,0.85,1.05,0.87,0.76,0.99
0015_291.4,38.0,0.92,0.8,0.98,0.85,0.74,0.93,0.76,0.65,0.89
0015_292.6,38.0,0.91,0.79,0.98,0.84,0.73,0.93,0.76,0.65,0.89
0015_293.0,38.0,0.92,0.84,1.02,0.87,0.77,0.99,0.79,0.69,0.94
0015_293.6,38.0,0.92,0.84,1.02,0.87,0.77,0.99,0.79,0.69,0.94
0015_295.6,38.0,1.1,1.02,1.18,1.08,0.99,1.15,0.97,0.88,1.1
0015_297.9,38.0,1.08,0.86,1.04,1.06,0.79,1.02,0.95,0.7,0.97
0015_299.0,38.0,0.97,0.85,0.94,0.92,0.78,0.89,0.83,0.69,0.85
0015_300.3,38.0,1.03,0.93,1.04,1.01,0.89,1.02,0.91,0.79,0.97
0015_301.7,38.0,1.08,0.97,1.06,1.06,0.92,1.04,0.95,0.82,0.99
0015_302.5,38.0,1.08,0.97,1.06,1.06,0.92,1.04,0.95,0.82,0.99
0015_303.4,38.0,1.01,0.95,1.18,0.97,0.9,1.16,0.88,0.8,1.1
0015_304.7,38.0,1.4,1.55,1.45,1.37,1.52,1.42,1.24,1.35,1.35
0015_305.2,38.0,1.24,1.15,1.22,1.21,1.12,1.2,1.09,1.0,1.14
0015_305.9,38.0,1.21,1.15,1.36,1.18,1.13,1.34,1.07,1.0,1.27
0015_306.3,38.0,1.16,1.12,1.36,1.14,1.1,1.33,1.03,0.98,1.26
0015_307.2,38.0,1.2,1.18,1.36,1.17,1.16,1.33,1.06,1.03,1.26
0015_307.5,38.0,1.5,1.46,1.83,1.47,1.43,1.79,1.33,1.27,1.7
0015_307.6,38.0,0.93,0.86,1.0,0.88,0.79,0.97,0.8,0.7,0.92
0015_307.8,38.0,0.94,0.76,0.98,0.89,0.7,0.95,0.8,0.63,0.9
0015_308.4,38.0,0.96,0.82,0.98,0.91,0.75,0.95,0.82,0.67,0.91
0015_309.3,38.0,0.91,0.78,0.91,0.86,0.71,0.86,0.78,0.64,0.82
0015_310.2,38.0,0.91,0.75,0.91,0.83,0.69,0.83,0.75,0.61,0.79
0015_311.4,38.0,0.95,0.7,0.88,0.84,0.61,0.77,0.72,0.54,0.74
0015_311.8,38.0,0.93,0.89,0.92,0.89,0.82,0.85,0.8,0.73,0.81
0015_313.7,38.0,0.9,0.8,0.85,0.83,0.74,0.78,0.75,0.66,0.74
0015_315.3,38.0,0.84,0.76,0.84,0.77,0.7,0.77,0.7,0.62,0.73
0015_316.9,38.0,0.8,0.74,0.83,0.74,0.68,0.76,0.67,0.61,0.72
0015_317.6,38.0,0.71,0.59,0.73,0.66,0.55,0.67,0.59,0.49,0.64
0015_318.3,38.0,0.73,0.69,0.78,0.67,0.63,0.72,0.6,0.56,0.68
0015_319.5,38.0,0.76,0.71,0.86,0.7,0.66,0.79,0.63,0.58,0.75
0015_321.0,38.0,0.66,0.62,0.72,0.61,0.57,0.66,0.55,0.51,0.63
0015_322.0,38.0,0.63,0.56,0.69,0.58,0.52,0.64,0.52,0.46,0.6
0015_323.8,38.0,0.5,0.38,0.57,0.46,0.35,0.53,0.41,0.31,0.5
0015_324.4,38.0,0.66,0.71,0.73,0.61,0.66,0.67,0.55,0.58,0.64
0015_325.6,38.0,0.74,0.79,0.84,0.68,0.73,0.77,0.61,0.65,0.73
0015_328.7,38.0,0.71,0.76,0.92,0.65,0.7,0.87,0.59,0.62,0.83
0015_330.1,38.0,0.68,0.73,0.89,0.63,0.67,0.81,0.56,0.6,0.77
0015_331.6,38.0,0.74,0.77,0.91,0.68,0.71,0.83,0.62,0.63,0.79
0015_332.9,38.0,0.81,0.84,0.92,0.74,0.77,0.85,0.67,0.69,0.81
0015_334.1,38.0,0.97,0.99,1.01,0.92,0.94,0.98,0.83,0.84,0.93
0015_335.8,38.0,0.99,0.98,1.01,0.94,0.95,0.98,0.85,0.85,0.93
0015_337.0,38.0,0.98,0.99,1.01,0.93,0.95,0.98,0.84,0.85,0.93
0015_338.5,38.0,0.99,0.95,0.92,0.94,0.9,0.88,0.85,0.8,0.83
0015_339.1,38.0,0.98,0.91,0.93,0.95,0.84,0.89,0.86,0.75,0.84
0015_340.3,23.0,1.02,0.9,1.12,0.99,0.83,1.09,0.89,0.74,1.04
0015_342.0,23.0,1.09,0.96,1.08,1.07,0.91,1.06,0.96,0.81,1.01
0015_343.1,23.0,0.89,0.86,0.96,0.85,0.79,0.92,0.77,0.7,0.87
0015_343.9,23.0,0.99,0.84,0.96,0.96,0.77,0.92,0.87,0.69,0.87
0015_345.0,23.0,0.98,0.88,0.99,0.93,0.81,0.94,0.84,0.72,0.89
0015_346.7,23.0,1.01,0.73,0.93,0.92,0.64,0.81,0.79,0.57,0.78
0015_349.4,23.0,0.85,0.62,0.86,0.78,0.57,0.79,0.7,0.51,0.75
0015_351.9,35.0,0.9,0.69,0.96,0.79,0.61,0.88,0.68,0.54,0.84
0015_357.6,35.0,0.79,0.62,0.9,0.7,0.54,0.79,0.6,0.48,0.75
0015_362.0,35.0,0.82,0.6,0.93,0.72,0.53,0.82,0.62,0.47,0.78
0015_363.7,35.0,0.77,0.54,0.79,0.67,0.48,0.7,0.58,0.42,0.67
0015_365.5,35.0,0.73,0.43,0.62,0.64,0.38,0.55,0.47,0.33,0.52
0026_000.0,2.0,0.68,0.5,0.87,0.63,0.46,0.8,0.52,0.39,0.74
0026_000.2,2.0,0.66,0.51,0.87,0.61,0.47,0.8,0.5,0.4,0.74
0026_000.4,2.0,1.25,0.99,1.17,1.23,0.94,1.14,1.02,0.8,1.05
0026_000.7,2.0,1.22,1.02,1.38,1.19,0.99,1.35,0.99,0.84,1.25
0026_001.0,2.0,1.14,0.98,1.21,1.11,0.93,1.18,0.92,0.79,1.09
0026_001.3,2.0,1.13,0.92,1.23,1.11,0.84,1.21,0.92,0.73,1.09
0026_001.8,2.0,1.17,0.94,1.24,1.15,0.89,1.21,0.95,0.76,1.12
0026_002.7,2.0,1.18,0.97,1.27,1.16,0.93,1.24,0.96,0.79,1.14
0026_003.0,2.0,0.35,0.34,0.48,0.33,0.31,0.44,0.27,0.27,0.41
0026_003.2,2.0,0.42,0.35,0.58,0.39,0.32,0.54,0.32,0.28,0.49
0026_003.3,2.0,0.49,0.37,0.57,0.45,0.34,0.53,0.37,0.29,0.49
0026_003.5,2.0,0.53,0.3,0.55,0.49,0.28,0.51,0.4,0.24,0.47
0037_000.0,2.0,1.13,0.9,1.18,1.1,0.83,1.15,0.91,0.71,1.06
0037_001.0,2.0,1.09,0.91,1.18,1.07,0.84,1.16,0.89,0.73,1.04
0037_001.5,2.0,1.02,0.82,1.16,0.99,0.76,1.14,0.83,0.66,1.03
0037_002.0,3.0,0.9,0.66,1.15,0.85,0.6,1.13,0.71,0.52,1.01
0037_003.0,3.0,0.36,0.31,0.53,0.33,0.28,0.49,0.28,0.24,0.44
0037_003.5,3.0,0.37,0.32,0.57,0.34,0.29,0.53,0.28,0.25,0.48
0037_004.1,3.0,1.25,0.99,1.31,1.22,0.94,1.29,1.02,0.82,1.16
0037_004.5,3.0,0.41,0.39,0.65,0.37,0.36,0.59,0.31,0.31,0.53
0037_005.7,3.0,0.38,0.3,0.54,0.35,0.27,0.5,0.29,0.24,0.45
0037_006.2,3.0,0.41,0.33,0.56,0.36,0.29,0.49,0.3,0.25,0.43
0037_006.7,3.0,0.17,0.24,0.58,0.15,0.21,0.51,0.12,0.18,0.45
0037_007.2,3.0,0.22,0.21,0.6,0.2,0.19,0.53,0.16,0.16,0.46
0037_009.0,3.0,0.36,0.27,0.64,0.32,0.23,0.56,0.26,0.2,0.49
0037_009.6,3.0,0.69,0.66,1.04,0.6,0.58,0.97,0.5,0.5,0.85
0037_010.0,3.0,0.64,0.51,0.99,0.57,0.45,0.9,0.47,0.39,0.78
0037_010.5,3.0,0.69,0.46,0.88,0.63,0.42,0.81,0.53,0.37,0.73
0037_011.5,3.0,0.72,0.51,0.84,0.66,0.47,0.77,0.55,0.41,0.69
0038_000.0,3.0,0.15,0.1,0.16,0.13,0.09,0.14,0.11,0.08,0.13
0038_000.5,3.0,0.21,0.14,0.21,0.18,0.13,0.18,0.15,0.11,0.16
0038_003.2,3.0,0.17,0.12,0.16,0.15,0.1,0.14,0.12,0.09,0.13
0039_000.0,2.0,1.53,1.07,1.71,1.46,1.02,1.63,1.21,0.88,1.42
0039_000.5,2.0,1.07,0.93,1.09,1.0,0.82,1.03,0.83,0.71,0.9
0039_001.5,2.0,0.97,0.81,1.07,0.88,0.72,0.99,0.73,0.62,0.87
0039_002.4,2.0,1.06,0.94,1.18,0.99,0.85,1.12,0.82,0.74,0.98
0039_003.5,2.0,0.82,0.51,0.8,0.75,0.47,0.73,0.63,0.41,0.66
0039_004.0,2.0,0.92,0.69,1.1,0.88,0.64,1.07,0.73,0.55,0.97
0039_004.3,2.0,0.9,0.71,1.15,0.85,0.65,1.13,0.71,0.56,1.01
0039_005.1,2.0,0.87,0.71,1.14,0.8,0.65,1.12,0.66,0.56,1.03
0039_006.0,2.0,0.82,0.79,1.06,0.75,0.73,1.04,0.62,0.62,0.96
0039_006.1,2.0,0.89,0.79,1.08,0.81,0.73,1.06,0.67,0.62,0.98
0039_006.2,2.0,0.91,0.76,1.22,0.87,0.7,1.2,0.72,0.59,1.1
0039_006.4,2.0,0.74,0.59,1.04,0.68,0.54,1.02,0.57,0.47,0.91
0039_007.3,2.0,0.63,0.51,0.81,0.58,0.47,0.74,0.49,0.41,0.67
0039_007.7,3.0,0.43,0.3,0.52,0.4,0.27,0.48,0.33,0.24,0.43
0039_007.9,3.0,0.29,0.17,0.34,0.26,0.15,0.31,0.22,0.13,0.28
0039_008.7,3.0,0.44,0.24,0.44,0.4,0.23,0.4,0.34,0.2,0.36
0048_000.0,2.0,1.0,0.98,1.24,0.96,0.95,1.22,0.79,0.81,1.12
0048_000.5,2.0,0.98,0.84,1.1,0.95,0.77,1.08,0.79,0.66,1.0
0048_001.0,2.0,0.87,0.65,1.05,0.8,0.6,1.03,0.67,0.52,0.93
0048_001.5,2.0,0.85,0.61,1.04,0.78,0.56,1.02,0.65,0.48,0.94
0048_002.0,2.0,0.76,0.6,0.97,0.7,0.55,0.92,0.58,0.47,0.85
0048_002.5,2.0,0.7,0.6,0.9,0.65,0.55,0.86,0.53,0.47,0.79
0048_003.3,2.0,0.72,0.66,0.91,0.66,0.61,0.84,0.55,0.52,0.77
0048_003.5,2.0,1.17,1.05,1.32,1.15,1.03,1.29,0.95,0.88,1.19
0048_003.9,2.0,1.13,1.24,1.47,1.11,1.22,1.44,0.92,1.04,1.32
0048_004.1,2.0,1.08,1.16,1.42,1.06,1.14,1.39,0.88,0.97,1.28
0051_000.0,3.0,0.69,0.43,0.9,0.63,0.39,0.82,0.52,0.33,0.76
0051_000.6,3.0,0.86,0.63,1.02,0.79,0.58,0.99,0.65,0.49,0.91
0051_001.0,3.0,0.92,0.62,1.04,0.88,0.57,1.02,0.73,0.49,0.91
0051_001.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0051_002.4,3.0,0.98,0.74,1.17,0.93,0.68,1.14,0.78,0.59,1.03
0052_000.0,2.0,0.45,0.48,0.63,0.41,0.44,0.58,0.34,0.37,0.53
0052_000.5,2.0,0.91,0.84,1.04,0.86,0.78,1.02,0.72,0.66,0.94
0052_000.6,2.0,0.9,0.84,0.95,0.83,0.77,0.9,0.69,0.66,0.83
0052_001.0,2.0,0.9,0.79,0.97,0.83,0.73,0.92,0.69,0.62,0.85
0052_001.5,2.0,0.87,0.68,0.91,0.8,0.62,0.87,0.66,0.53,0.8
0052_001.8,2.0,0.93,0.76,1.17,0.88,0.7,1.14,0.73,0.6,1.05
0052_002.1,2.0,0.88,0.77,1.2,0.81,0.71,1.18,0.67,0.6,1.09
0052_002.6,2.0,0.6,0.53,0.97,0.55,0.49,0.92,0.46,0.43,0.83
0052_003.1,2.0,1.19,0.96,1.74,1.16,0.91,1.7,0.96,0.77,1.57
0052_003.7,31.0,0.86,0.64,1.18,0.79,0.59,1.16,0.66,0.5,1.07
0053_000.1,3.0,0.87,0.73,0.98,0.8,0.67,0.93,0.66,0.58,0.83
0053_000.9,3.0,1.05,0.92,1.15,1.03,0.88,1.12,0.85,0.75,1.03
0053_001.5,3.0,1.33,1.19,1.5,1.3,1.17,1.47,1.08,0.99,1.36
0053_001.7,3.0,0.63,0.63,0.73,0.58,0.58,0.67,0.48,0.49,0.62
0053_001.8,3.0,0.58,0.68,0.67,0.53,0.63,0.61,0.44,0.54,0.57
0060_000.0,4.0,1.05,1.01,1.96,1.03,0.98,1.92,0.85,0.84,1.77
0060_000.8,4.0,0.23,0.25,0.52,0.2,0.22,0.45,0.17,0.19,0.4
0060_003.7,4.0,0.22,0.23,0.47,0.2,0.2,0.42,0.16,0.18,0.36
0060_004.4,4.0,0.34,0.34,0.54,0.3,0.3,0.48,0.25,0.26,0.42
0060_007.4,4.0,0.3,0.37,0.68,0.26,0.33,0.6,0.22,0.29,0.52
0065_000.1,4.0,0.11,0.09,0.2,0.1,0.08,0.18,0.08,0.07,0.16
0065_002.4,7.0,0.14,0.11,0.19,0.13,0.09,0.17,0.09,0.07,0.14
0067_000.0,33.0,0.88,0.84,0.99,0.81,0.77,0.96,0.66,0.57,0.83
0067_001.0,33.0,0.88,0.84,0.99,0.81,0.77,0.96,0.66,0.57,0.83
0067_004.0,2.0,0.3,0.23,0.39,0.27,0.21,0.36,0.23,0.18,0.32
0067_004.1,33.0,0.89,0.88,1.01,0.78,0.78,0.92,0.64,0.58,0.79
0067_007.3,33.0,0.88,0.86,0.93,0.81,0.79,0.88,0.66,0.58,0.76
0067_010.1,33.0,0.65,0.72,0.77,0.6,0.66,0.71,0.49,0.49,0.61
0068_000.0,2.0,0.12,0.08,0.2,0.11,0.07,0.18,0.09,0.06,0.17
0068_009.1,2.0,0.12,0.08,0.2,0.1,0.07,0.18,0.08,0.06,0.17
0068_012.8,2.0,0.12,0.08,0.2,0.1,0.07,0.18,0.08,0.06,0.17
0068_017.2,2.0,0.15,0.13,0.29,0.13,0.11,0.26,0.11,0.1,0.23
0068_023.7,2.0,0.74,0.52,0.91,0.68,0.48,0.86,0.57,0.42,0.78
0068_024.7,2.0,1.09,0.77,1.19,1.07,0.71,1.17,0.89,0.62,1.05
0068_025.0,2.0,1.18,0.84,1.29,1.16,0.77,1.26,0.97,0.67,1.14
0068_025.4,2.0,2.1,1.38,2.22,2.05,1.36,2.18,1.71,1.18,1.96
0068_026.5,2.0,1.78,1.31,1.86,1.74,1.29,1.83,1.45,1.12,1.64
0068_026.9,2.0,1.87,1.38,1.93,1.84,1.35,1.89,1.53,1.17,1.7
0068_027.4,2.0,1.0,0.73,1.06,0.95,0.67,1.04,0.79,0.58,0.94
0068_028.3,2.0,0.87,0.56,0.88,0.8,0.52,0.81,0.67,0.45,0.72
0068_029.3,2.0,0.91,0.65,0.95,0.86,0.6,0.91,0.72,0.52,0.81
0068_029.7,2.0,0.9,0.59,0.92,0.83,0.54,0.84,0.69,0.46,0.78
0068_030.5,2.0,1.48,0.99,1.55,1.45,0.94,1.52,1.2,0.8,1.4
0068_031.0,2.0,1.01,0.73,1.03,0.98,0.67,1.01,0.81,0.57,0.93
0068_031.5,2.0,0.94,0.67,0.99,0.9,0.61,0.94,0.74,0.52,0.87
0068_031.7,2.0,0.98,0.52,1.05,0.93,0.48,1.03,0.77,0.41,0.95
0068_032.2,2.0,0.79,0.41,0.91,0.73,0.37,0.83,0.6,0.32,0.77
0068_032.4,2.0,0.91,0.48,1.01,0.83,0.44,0.98,0.69,0.38,0.9
0068_032.7,2.0,0.96,0.56,1.08,0.91,0.51,1.06,0.75,0.44,0.98
0068_033.3,2.0,0.29,0.18,0.35,0.27,0.17,0.32,0.22,0.14,0.3
0068_033.6,2.0,0.46,0.27,0.54,0.42,0.25,0.5,0.35,0.21,0.46
0068_034.0,2.0,0.26,0.14,0.32,0.24,0.13,0.29,0.2,0.11,0.26
0068_034.5,2.0,0.25,0.13,0.3,0.23,0.12,0.27,0.19,0.1,0.24
0068_034.6,2.0,0.53,0.21,0.61,0.49,0.2,0.56,0.41,0.17,0.51
0068_036.0,2.0,0.74,0.29,0.9,0.65,0.26,0.79,0.54,0.22,0.69
0068_038.1,2.0,0.84,0.29,1.0,0.74,0.26,0.91,0.61,0.22,0.8
0068_039.2,2.0,0.87,0.25,0.91,0.8,0.23,0.87,0.67,0.2,0.78
0068_039.8,2.0,0.99,0.39,1.35,0.96,0.36,1.33,0.8,0.31,1.19
0068_040.1,2.0,0.91,0.39,1.11,0.86,0.36,1.09,0.72,0.31,0.98
0068_040.8,2.0,0.48,0.34,0.86,0.44,0.31,0.79,0.37,0.27,0.71
0068_041.3,2.0,0.52,0.32,0.89,0.47,0.3,0.82,0.4,0.26,0.74
0068_042.3,2.0,0.57,0.37,0.84,0.53,0.34,0.77,0.44,0.3,0.69
0068_043.3,2.0,0.6,0.36,0.87,0.56,0.33,0.8,0.46,0.29,0.72
0068_043.8,2.0,0.76,0.43,1.07,0.7,0.4,1.05,0.58,0.35,0.94
0068_045.1,2.0,0.73,0.48,0.94,0.68,0.44,0.9,0.56,0.37,0.83
0068_045.8,2.0,0.89,0.59,1.06,0.81,0.54,1.04,0.67,0.46,0.96
0068_046.8,2.0,1.03,0.66,1.4,1.01,0.61,1.38,0.84,0.52,1.27
0068_047.2,2.0,1.04,0.65,1.43,1.02,0.6,1.4,0.84,0.51,1.29
0068_047.8,2.0,1.01,0.64,1.33,0.98,0.59,1.3,0.81,0.5,1.2
0068_048.3,2.0,1.05,0.63,1.39,1.03,0.58,1.37,0.85,0.5,1.26
0068_049.3,2.0,1.09,0.71,1.39,1.07,0.66,1.36,0.88,0.56,1.26
0068_050.3,2.0,1.48,0.95,1.74,1.46,0.9,1.7,1.2,0.77,1.57
0068_050.7,2.0,1.42,1.17,1.82,1.39,1.15,1.78,1.15,0.98,1.64
0068_051.3,2.0,1.02,0.67,1.2,0.98,0.61,1.18,0.81,0.52,1.08
0068_052.1,2.0,1.03,0.63,1.27,1.01,0.58,1.24,0.83,0.5,1.15
0068_052.3,2.0,1.01,0.69,1.29,0.98,0.64,1.26,0.81,0.54,1.16
0068_053.1,2.0,1.01,0.9,1.47,0.98,0.83,1.44,0.81,0.71,1.32
0068_053.3,2.0,0.88,0.55,1.12,0.81,0.5,1.1,0.67,0.43,1.02
0068_054.3,2.0,0.63,0.45,1.11,0.58,0.41,1.09,0.48,0.35,1.0
0068_054.8,2.0,0.65,0.44,1.05,0.59,0.4,1.03,0.49,0.34,0.95
0068_055.7,2.0,0.62,0.48,0.93,0.57,0.45,0.88,0.47,0.38,0.81
0068_056.2,2.0,0.79,0.48,1.21,0.73,0.44,1.18,0.6,0.37,1.09
0068_056.3,2.0,0.82,0.51,1.31,0.75,0.47,1.29,0.62,0.4,1.19
0068_056.8,2.0,0.53,0.55,1.04,0.49,0.51,1.01,0.41,0.43,0.94
0068_057.3,2.0,0.6,0.54,1.25,0.55,0.5,1.23,0.45,0.43,1.13
0068_058.1,2.0,0.51,0.48,1.31,0.47,0.44,1.28,0.39,0.38,1.15
0068_058.7,2.0,0.84,0.63,1.33,0.78,0.58,1.3,0.64,0.5,1.2
0068_059.1,2.0,0.79,0.69,0.88,0.72,0.63,0.81,0.6,0.54,0.74
0068_059.5,2.0,0.78,0.51,1.01,0.72,0.47,0.98,0.59,0.4,0.9
