SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0013_005.6,3.0,0.74,0.51,0.72,0.65,0.45,0.63,0.54,0.4,0.59
0015_241.6,35.0,0.41,0.33,0.58,0.36,0.29,0.51,0.31,0.26,0.49
0015_242.4,35.0,0.44,0.34,0.62,0.39,0.3,0.54,0.33,0.26,0.52
0015_244.8,36.0,0.74,0.47,0.75,0.65,0.41,0.66,0.56,0.36,0.63
0015_246.9,35.0,0.74,0.5,0.9,0.65,0.44,0.79,0.56,0.38,0.76
0015_248.8,35.0,0.56,0.37,0.69,0.52,0.34,0.64,0.46,0.3,0.6
0015_250.9,35.0,0.72,0.46,0.79,0.64,0.4,0.69,0.55,0.35,0.66
0015_251.6,35.0,0.7,0.45,0.81,0.62,0.4,0.71,0.53,0.35,0.68
0015_252.5,35.0,0.7,0.45,0.81,0.62,0.4,0.71,0.53,0.35,0.68
0015_253.6,35.0,0.85,0.51,0.94,0.75,0.45,0.83,0.64,0.4,0.79
0015_255.9,33.0,0.87,0.54,0.98,0.8,0.5,0.93,0.72,0.45,0.88
0015_257.3,33.0,0.99,0.67,1.09,0.96,0.61,1.07,0.86,0.55,1.01
0015_257.6,33.0,0.86,0.57,0.99,0.79,0.53,0.94,0.71,0.47,0.89
0015_258.8,38.0,0.99,0.69,1.03,0.96,0.63,0.99,0.86,0.56,0.94
0015_260.0,38.0,1.03,0.79,0.98,1.0,0.73,0.95,0.9,0.65,0.91
0015_261.8,38.0,1.05,0.78,1.05,0.98,0.68,0.98,0.84,0.6,0.93
0015_263.4,38.0,1.06,0.82,1.15,1.04,0.76,1.13,0.94,0.68,1.07
0015_264.2,38.0,1.06,0.82,1.15,1.04,0.76,1.13,0.94,0.68,1.07
0015_265.6,38.0,1.14,0.91,1.14,1.11,0.86,1.11,1.0,0.77,1.06
0015_266.5,38.0,1.14,0.91,1.14,1.11,0.86,1.11,1.0,0.77,1.06
0015_267.0,38.0,1.14,0.91,1.14,1.11,0.86,1.11,1.0,0.77,1.06
0015_267.9,38.0,1.14,0.91,1.14,1.11,0.86,1.11,1.0,0.77,1.06
0015_269.0,38.0,1.03,0.92,1.17,1.01,0.88,1.15,0.91,0.78,1.09
0015_269.6,38.0,1.03,0.92,1.17,1.01,0.88,1.15,0.91,0.78,1.09
0015_270.6,38.0,0.9,0.79,0.97,0.86,0.72,0.92,0.77,0.64,0.87
0015_271.6,38.0,1.07,0.94,1.16,1.05,0.89,1.14,0.94,0.8,1.08
0015_272.7,38.0,1.18,0.99,1.23,1.16,0.96,1.21,1.04,0.85,1.14
0015_274.7,38.0,1.18,0.99,1.23,1.16,0.96,1.21,1.04,0.85,1.14
0015_275.3,38.0,1.0,0.86,1.05,0.97,0.79,1.03,0.87,0.7,0.98
0015_276.4,38.0,1.12,0.93,1.19,1.09,0.88,1.17,0.99,0.78,1.11
0015_278.5,38.0,0.99,0.85,1.1,0.94,0.78,1.08,0.85,0.7,1.03
0015_279.6,38.0,0.99,0.85,1.1,0.94,0.78,1.08,0.85,0.69,1.02
0015_282.2,38.0,0.8,0.68,0.98,0.73,0.63,0.93,0.66,0.56,0.89
0015_283.3,38.0,1.02,0.78,0.99,0.99,0.72,0.96,0.89,0.64,0.91
0015_283.9,38.0,0.92,0.83,1.0,0.87,0.77,0.95,0.78,0.68,0.9
0015_285.1,38.0,0.9,0.81,1.0,0.86,0.74,0.97,0.77,0.66,0.92
0015_285.5,38.0,1.0,0.82,1.1,0.95,0.75,1.07,0.85,0.67,1.02
0015_285.8,38.0,0.99,0.78,1.04,0.9,0.69,0.96,0.77,0.61,0.92
0015_286.8,38.0,0.98,0.83,1.09,0.95,0.76,1.07,0.86,0.68,1.02
0015_288.2,38.0,0.94,0.73,1.0,0.89,0.67,0.96,0.8,0.6,0.91
0015_289.8,38.0,1.0,0.91,1.17,0.97,0.86,1.15,0.87,0.77,1.09
0015_291.4,38.0,0.91,0.82,1.0,0.87,0.75,0.97,0.78,0.67,0.92
0015_292.6,38.0,0.91,0.85,0.99,0.87,0.78,0.96,0.78,0.69,0.91
0015_293.0,38.0,0.92,0.88,1.05,0.87,0.81,1.03,0.78,0.72,0.98
0015_293.6,38.0,0.92,0.88,1.05,0.87,0.81,1.03,0.78,0.72,0.98
0015_295.6,38.0,1.11,1.02,1.22,1.09,0.99,1.19,0.98,0.88,1.13
0015_297.9,38.0,1.16,0.83,1.12,1.14,0.77,1.1,1.02,0.68,1.04
0015_299.0,38.0,1.1,0.94,1.02,1.08,0.89,0.99,0.97,0.8,0.94
0015_300.3,38.0,1.21,1.03,1.16,1.19,1.01,1.14,1.07,0.9,1.08
0015_301.7,38.0,1.19,1.05,1.17,1.17,1.03,1.14,1.05,0.92,1.09
0015_302.5,38.0,1.19,1.05,1.17,1.17,1.03,1.14,1.05,0.92,1.09
0015_303.4,38.0,1.15,1.06,1.2,1.13,1.04,1.18,1.02,0.92,1.12
0015_304.7,38.0,1.48,1.52,2.2,1.45,1.49,2.16,1.3,1.33,2.05
0015_305.2,38.0,1.29,1.15,1.27,1.27,1.13,1.25,1.14,1.01,1.18
0015_305.9,38.0,1.15,1.03,1.12,1.12,1.01,1.1,1.01,0.9,1.04
0015_306.3,38.0,1.34,1.21,1.42,1.31,1.18,1.39,1.18,1.05,1.32
0015_307.2,38.0,1.21,1.08,1.32,1.19,1.06,1.29,1.07,0.94,1.22
0015_307.5,38.0,1.38,1.16,1.79,1.35,1.14,1.75,1.22,1.01,1.67
0015_307.6,38.0,0.89,0.76,0.9,0.82,0.7,0.83,0.74,0.63,0.79
0015_307.8,38.0,0.89,0.76,0.98,0.82,0.7,0.94,0.74,0.62,0.89
0015_308.4,38.0,0.95,0.8,0.99,0.91,0.73,0.94,0.82,0.65,0.89
0015_309.3,38.0,1.02,0.94,1.0,0.99,0.89,0.97,0.89,0.8,0.92
0015_310.2,38.0,1.0,0.93,1.02,0.97,0.88,0.99,0.88,0.79,0.94
0015_311.4,38.0,0.99,0.89,0.98,0.9,0.78,0.89,0.77,0.69,0.85
0015_311.8,38.0,1.22,1.11,1.27,1.2,1.08,1.25,1.08,0.96,1.18
0015_313.7,38.0,1.01,0.88,1.06,0.98,0.81,1.04,0.88,0.72,0.98
0015_315.3,38.0,0.98,0.82,1.04,0.93,0.75,1.02,0.83,0.67,0.97
0015_316.9,38.0,1.0,0.83,1.05,0.97,0.77,1.03,0.87,0.68,0.98
0015_317.6,38.0,0.85,0.68,1.0,0.78,0.62,0.97,0.7,0.56,0.92
0015_318.3,38.0,0.98,0.79,1.02,0.93,0.73,0.99,0.84,0.65,0.94
0015_319.5,38.0,1.03,0.85,1.1,1.01,0.78,1.08,0.91,0.7,1.02
0015_321.0,38.0,0.9,0.78,1.09,0.85,0.71,1.07,0.77,0.64,1.02
0015_322.0,38.0,0.91,0.73,0.92,0.84,0.67,0.87,0.76,0.6,0.83
0015_323.8,38.0,0.7,0.52,1.01,0.64,0.48,0.98,0.58,0.43,0.93
0015_324.4,38.0,0.91,0.86,0.85,0.86,0.79,0.78,0.78,0.71,0.74
0015_325.6,38.0,0.87,0.84,0.87,0.8,0.77,0.8,0.72,0.69,0.76
0015_328.7,38.0,0.99,0.98,1.06,0.96,0.93,1.04,0.87,0.83,0.99
0015_330.1,38.0,0.91,0.9,0.98,0.87,0.85,0.93,0.78,0.76,0.88
0015_331.6,38.0,0.94,0.92,1.02,0.89,0.87,0.99,0.8,0.78,0.94
0015_332.9,38.0,1.0,0.97,1.04,0.97,0.92,1.02,0.88,0.82,0.97
0015_334.1,38.0,1.03,0.99,1.08,1.01,0.94,1.06,0.91,0.84,1.01
0015_335.8,38.0,1.1,1.02,1.14,1.08,0.99,1.12,0.97,0.88,1.06
0015_337.0,38.0,1.02,0.98,1.11,1.0,0.95,1.09,0.9,0.85,1.04
0015_338.5,38.0,0.98,0.92,1.05,0.93,0.84,1.03,0.84,0.75,0.98
0015_339.1,38.0,0.97,0.85,0.99,0.92,0.78,0.94,0.83,0.7,0.89
0015_340.3,33.0,0.96,0.79,1.02,0.91,0.73,0.99,0.82,0.65,0.94
0015_342.0,33.0,1.0,0.83,1.05,0.97,0.76,1.03,0.88,0.68,0.97
0015_343.1,33.0,0.8,0.7,0.98,0.74,0.65,0.93,0.67,0.57,0.88
0015_343.9,33.0,0.9,0.72,0.92,0.86,0.66,0.85,0.77,0.59,0.8
0015_345.0,35.0,0.92,0.71,0.9,0.87,0.65,0.85,0.79,0.58,0.81
0015_346.7,35.0,0.83,0.6,0.76,0.73,0.53,0.67,0.63,0.46,0.64
0015_349.4,35.0,0.65,0.48,0.67,0.57,0.42,0.59,0.49,0.37,0.56
0015_351.9,35.0,0.69,0.52,0.77,0.61,0.46,0.67,0.52,0.41,0.64
0015_357.6,35.0,0.61,0.47,0.69,0.54,0.41,0.61,0.46,0.36,0.58
0015_362.0,35.0,0.57,0.41,0.66,0.5,0.36,0.58,0.43,0.32,0.56
0015_363.7,35.0,0.58,0.41,0.6,0.51,0.36,0.53,0.44,0.31,0.5
0015_365.5,35.0,0.55,0.33,0.46,0.49,0.29,0.41,0.36,0.25,0.38
0026_000.0,2.0,0.44,0.34,0.55,0.41,0.31,0.51,0.34,0.26,0.47
0026_000.2,2.0,0.43,0.34,0.53,0.4,0.31,0.49,0.33,0.27,0.45
0026_000.4,2.0,1.04,0.85,1.04,1.02,0.79,1.02,0.84,0.67,0.94
0026_000.7,2.0,1.04,0.88,1.06,1.02,0.81,1.04,0.84,0.69,0.96
0026_001.0,2.0,0.98,0.8,1.07,0.95,0.74,1.05,0.79,0.64,0.95
0026_001.3,2.0,1.06,0.84,1.15,1.04,0.77,1.13,0.87,0.67,1.02
0026_001.8,2.0,1.11,0.89,1.2,1.09,0.81,1.18,0.9,0.69,1.08
0026_002.7,2.0,1.1,0.91,1.21,1.08,0.84,1.19,0.9,0.71,1.1
0026_003.0,2.0,0.27,0.28,0.42,0.24,0.26,0.39,0.2,0.22,0.36
0026_003.2,2.0,0.31,0.31,0.49,0.28,0.29,0.45,0.23,0.25,0.42
0026_003.3,2.0,0.38,0.35,0.51,0.35,0.33,0.47,0.29,0.28,0.44
0026_003.5,2.0,0.38,0.3,0.41,0.35,0.28,0.38,0.29,0.24,0.35
0037_000.0,3.0,0.97,0.76,1.0,0.92,0.7,0.95,0.76,0.61,0.85
0037_001.0,3.0,0.89,0.72,0.83,0.82,0.67,0.76,0.68,0.58,0.68
0037_001.5,3.0,0.84,0.7,0.9,0.77,0.64,0.83,0.64,0.56,0.75
0037_002.0,3.0,1.02,0.9,1.14,0.99,0.82,1.12,0.82,0.72,1.0
0037_003.0,3.0,0.32,0.26,0.37,0.29,0.24,0.34,0.24,0.21,0.3
0037_003.5,3.0,0.32,0.25,0.36,0.28,0.22,0.32,0.23,0.19,0.28
0037_004.1,3.0,0.31,0.25,0.36,0.28,0.22,0.31,0.23,0.19,0.27
0037_004.5,3.0,0.24,0.21,0.37,0.21,0.18,0.33,0.18,0.16,0.28
0037_005.7,3.0,0.29,0.21,0.43,0.26,0.19,0.38,0.21,0.16,0.33
0037_006.2,3.0,0.22,0.19,0.32,0.19,0.17,0.28,0.16,0.14,0.25
0037_006.7,3.0,0.2,0.18,0.32,0.18,0.16,0.28,0.15,0.14,0.24
0037_007.2,3.0,0.19,0.18,0.35,0.16,0.16,0.31,0.14,0.14,0.27
0037_009.0,3.0,0.23,0.18,0.37,0.2,0.16,0.33,0.17,0.14,0.29
0037_009.6,3.0,0.37,0.28,0.65,0.32,0.24,0.57,0.27,0.21,0.5
0037_010.0,3.0,0.51,0.24,0.53,0.45,0.21,0.46,0.38,0.19,0.4
0037_010.5,3.0,0.51,0.26,0.53,0.47,0.24,0.49,0.39,0.21,0.44
0037_011.5,3.0,0.42,0.26,0.48,0.38,0.24,0.44,0.32,0.21,0.4
0038_000.0,3.0,0.12,0.07,0.13,0.11,0.07,0.12,0.09,0.06,0.11
0038_000.5,3.0,0.17,0.11,0.15,0.15,0.1,0.14,0.12,0.08,0.12
0038_003.2,3.0,0.14,0.09,0.12,0.12,0.08,0.11,0.1,0.07,0.1
0039_000.0,2.0,0.61,0.49,0.69,0.54,0.43,0.61,0.45,0.37,0.56
0039_000.5,2.0,0.67,0.51,0.74,0.59,0.45,0.65,0.5,0.39,0.6
0039_001.5,2.0,0.73,0.56,0.82,0.64,0.49,0.72,0.55,0.43,0.67
0039_002.4,2.0,0.81,0.62,0.85,0.72,0.54,0.75,0.59,0.47,0.65
0039_003.5,2.0,0.63,0.48,0.71,0.55,0.42,0.63,0.46,0.36,0.55
0039_004.0,2.0,0.94,0.82,1.1,0.89,0.75,1.08,0.75,0.65,0.97
0039_004.3,2.0,1.05,0.93,1.23,1.03,0.89,1.21,0.86,0.77,1.09
0039_005.1,2.0,1.0,0.96,1.34,0.97,0.91,1.32,0.8,0.77,1.21
0039_006.0,2.0,0.75,0.64,0.96,0.69,0.59,0.91,0.57,0.5,0.84
0039_006.1,2.0,0.76,0.65,1.03,0.7,0.6,1.01,0.58,0.51,0.93
0039_006.2,2.0,0.77,0.63,1.11,0.71,0.58,1.09,0.59,0.5,1.0
0039_006.4,2.0,0.65,0.55,0.97,0.6,0.5,0.92,0.5,0.44,0.83
0039_007.3,2.0,0.52,0.47,0.68,0.48,0.43,0.63,0.4,0.38,0.56
0039_007.7,3.0,0.39,0.26,0.47,0.36,0.24,0.44,0.3,0.21,0.39
0039_007.9,3.0,0.26,0.15,0.32,0.24,0.14,0.29,0.2,0.12,0.26
0039_008.7,3.0,0.4,0.22,0.41,0.37,0.2,0.38,0.31,0.17,0.34
0048_000.0,2.0,1.03,0.88,1.17,1.01,0.81,1.15,0.84,0.69,1.06
0048_000.5,2.0,1.08,0.75,1.13,1.06,0.69,1.11,0.89,0.6,0.99
0048_001.0,2.0,1.19,0.88,1.27,1.16,0.81,1.25,0.97,0.71,1.12
0048_001.5,2.0,1.27,0.91,1.32,1.24,0.84,1.29,1.03,0.72,1.19
0048_002.0,2.0,0.94,0.73,1.15,0.89,0.67,1.13,0.74,0.58,1.04
0048_002.5,2.0,0.87,0.68,1.13,0.8,0.62,1.1,0.66,0.53,1.02
0048_003.3,2.0,0.61,0.54,0.79,0.56,0.5,0.73,0.47,0.43,0.67
0048_003.5,2.0,1.1,0.94,1.28,1.07,0.9,1.26,0.89,0.76,1.16
0048_003.9,2.0,1.11,1.03,1.14,1.09,1.01,1.12,0.9,0.86,1.03
0048_004.1,2.0,1.03,0.99,1.17,1.0,0.96,1.15,0.83,0.82,1.06
0051_000.0,3.0,0.5,0.34,0.75,0.46,0.32,0.69,0.38,0.27,0.62
0051_000.6,3.0,0.57,0.53,0.91,0.53,0.49,0.84,0.44,0.42,0.75
0051_001.0,3.0,0.7,0.54,1.02,0.64,0.5,0.99,0.53,0.43,0.89
0051_001.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0051_002.4,3.0,0.75,0.68,1.11,0.69,0.62,1.09,0.57,0.54,0.98
0052_000.0,2.0,0.31,0.3,0.31,0.29,0.28,0.28,0.24,0.24,0.26
0052_000.5,2.0,0.82,0.75,0.99,0.76,0.69,0.94,0.63,0.59,0.87
0052_000.6,2.0,0.78,0.74,0.9,0.72,0.68,0.83,0.59,0.58,0.76
0052_001.0,2.0,0.76,0.72,0.91,0.7,0.66,0.86,0.58,0.56,0.79
0052_001.5,2.0,0.78,0.61,0.9,0.72,0.56,0.83,0.6,0.48,0.77
0052_001.8,2.0,0.84,0.71,1.08,0.77,0.66,1.06,0.64,0.56,0.97
0052_002.1,2.0,0.79,0.72,1.11,0.73,0.66,1.09,0.6,0.57,1.0
0052_002.6,2.0,0.57,0.49,0.88,0.53,0.46,0.81,0.44,0.39,0.73
0052_003.1,2.0,1.19,0.91,1.6,1.17,0.86,1.56,0.96,0.74,1.44
0052_003.7,31.0,0.85,0.59,1.05,0.78,0.55,1.03,0.65,0.47,0.95
0053_000.1,3.0,0.9,0.76,0.96,0.83,0.7,0.91,0.69,0.61,0.82
0053_000.9,3.0,1.11,1.02,1.24,1.09,0.99,1.21,0.9,0.84,1.12
0053_001.5,3.0,1.0,1.02,1.26,0.97,0.99,1.23,0.8,0.84,1.14
0053_001.7,3.0,0.48,0.5,0.6,0.44,0.46,0.55,0.36,0.39,0.51
0053_001.8,3.0,0.6,0.52,0.63,0.56,0.48,0.58,0.46,0.41,0.53
0060_000.0,4.0,0.77,0.98,1.48,0.71,0.93,1.45,0.59,0.81,1.31
0060_000.8,4.0,0.19,0.16,0.39,0.17,0.14,0.34,0.14,0.12,0.3
0060_003.7,4.0,0.25,0.22,0.52,0.22,0.19,0.46,0.18,0.17,0.4
0060_004.4,4.0,0.24,0.22,0.62,0.21,0.19,0.55,0.18,0.17,0.48
0060_007.4,4.0,0.23,0.27,0.86,0.2,0.24,0.76,0.17,0.21,0.66
0065_000.1,4.0,0.12,0.09,0.15,0.1,0.08,0.13,0.08,0.06,0.12
0065_002.4,7.0,0.13,0.07,0.14,0.12,0.06,0.12,0.08,0.05,0.1
0067_000.0,33.0,0.98,0.77,1.03,0.93,0.71,1.0,0.75,0.52,0.86
0067_001.0,33.0,0.98,0.77,1.03,0.93,0.71,1.0,0.75,0.52,0.86
0067_004.0,2.0,0.28,0.25,0.4,0.24,0.22,0.35,0.2,0.19,0.31
0067_004.1,33.0,1.03,0.83,1.06,0.94,0.73,0.99,0.76,0.54,0.85
0067_007.3,33.0,1.04,0.83,1.13,1.02,0.76,1.1,0.83,0.56,0.95
0067_010.1,33.0,0.91,0.74,0.93,0.84,0.68,0.88,0.68,0.5,0.76
0068_000.0,2.0,0.08,0.05,0.13,0.07,0.05,0.11,0.06,0.04,0.1
0068_009.1,2.0,0.08,0.06,0.13,0.07,0.05,0.12,0.05,0.04,0.1
0068_012.8,2.0,0.08,0.06,0.13,0.07,0.05,0.11,0.05,0.04,0.1
0068_017.2,2.0,0.09,0.07,0.16,0.08,0.06,0.14,0.07,0.05,0.12
0068_023.7,2.0,0.41,0.28,0.57,0.36,0.25,0.5,0.3,0.21,0.44
0068_024.7,2.0,0.7,0.44,0.91,0.61,0.39,0.8,0.51,0.34,0.7
0068_025.0,2.0,0.61,0.39,0.78,0.53,0.34,0.68,0.44,0.3,0.6
0068_025.4,2.0,1.35,0.85,1.64,1.28,0.75,1.55,1.06,0.65,1.36
0068_026.5,2.0,1.36,0.86,1.39,1.34,0.79,1.37,1.12,0.68,1.23
0068_026.9,2.0,1.34,0.83,1.37,1.27,0.73,1.3,1.05,0.64,1.14
0068_027.4,2.0,0.71,0.46,0.83,0.63,0.4,0.73,0.52,0.35,0.64
0068_028.3,2.0,0.87,0.49,0.89,0.8,0.45,0.82,0.67,0.39,0.74
0068_029.3,2.0,0.76,0.45,0.74,0.7,0.41,0.68,0.58,0.36,0.61
0068_029.7,2.0,0.66,0.42,0.66,0.61,0.39,0.61,0.51,0.34,0.55
0068_030.5,2.0,1.07,0.75,1.09,1.0,0.66,1.04,0.83,0.57,0.91
0068_031.0,2.0,0.84,0.57,0.85,0.77,0.52,0.78,0.64,0.45,0.71
0068_031.5,2.0,0.87,0.57,0.88,0.8,0.53,0.81,0.66,0.46,0.73
0068_031.7,2.0,0.91,0.53,0.91,0.84,0.49,0.87,0.7,0.42,0.78
0068_032.2,2.0,0.87,0.5,0.91,0.8,0.46,0.84,0.67,0.4,0.75
0068_032.4,2.0,1.0,0.6,1.01,0.95,0.55,0.98,0.79,0.47,0.9
0068_032.7,2.0,0.95,0.57,1.03,0.9,0.53,1.0,0.75,0.45,0.92
0068_033.3,2.0,0.31,0.19,0.36,0.29,0.18,0.33,0.24,0.15,0.31
0068_033.6,2.0,0.47,0.27,0.59,0.43,0.25,0.54,0.36,0.21,0.49
0068_034.0,2.0,0.49,0.26,0.5,0.45,0.24,0.46,0.38,0.21,0.41
0068_034.5,2.0,0.36,0.19,0.53,0.33,0.18,0.49,0.28,0.15,0.44
0068_034.6,2.0,0.39,0.14,0.57,0.36,0.13,0.53,0.3,0.12,0.48
0068_036.0,2.0,0.42,0.16,0.66,0.37,0.14,0.59,0.31,0.12,0.51
0068_038.1,2.0,1.07,0.5,1.46,1.0,0.44,1.39,0.83,0.38,1.21
0068_039.2,2.0,1.09,0.42,1.34,1.03,0.37,1.28,0.85,0.32,1.11
0068_039.8,2.0,1.36,0.66,1.76,1.3,0.59,1.67,1.07,0.51,1.46
0068_040.1,2.0,1.06,0.58,1.4,1.03,0.53,1.37,0.86,0.46,1.23
0068_040.8,2.0,0.36,0.22,0.59,0.33,0.2,0.54,0.28,0.17,0.48
0068_041.3,2.0,0.42,0.21,0.67,0.39,0.19,0.61,0.32,0.17,0.55
0068_042.3,2.0,0.58,0.31,0.81,0.53,0.29,0.74,0.45,0.25,0.67
0068_043.3,2.0,0.59,0.3,0.82,0.54,0.28,0.75,0.45,0.24,0.68
0068_043.8,2.0,0.83,0.41,1.07,0.77,0.37,1.05,0.64,0.32,0.95
0068_045.1,2.0,0.74,0.44,0.91,0.68,0.41,0.86,0.56,0.35,0.79
0068_045.8,2.0,0.91,0.52,1.07,0.84,0.47,1.05,0.69,0.4,0.97
0068_046.8,2.0,1.06,0.66,1.34,1.04,0.6,1.31,0.86,0.51,1.21
0068_047.2,2.0,1.09,0.65,1.36,1.06,0.6,1.34,0.88,0.51,1.23
0068_047.8,2.0,1.14,0.66,1.35,1.11,0.61,1.32,0.92,0.52,1.22
0068_048.3,2.0,1.28,0.73,1.39,1.26,0.68,1.36,1.04,0.58,1.25
0068_049.3,2.0,1.11,0.75,1.34,1.09,0.69,1.31,0.91,0.6,1.18
0068_050.3,2.0,1.56,0.99,1.76,1.52,0.94,1.72,1.26,0.8,1.59
0068_050.7,2.0,1.39,1.15,1.74,1.37,1.12,1.7,1.13,0.96,1.57
0068_051.3,2.0,1.1,0.66,1.17,1.08,0.6,1.15,0.89,0.52,1.06
0068_052.1,2.0,1.13,0.63,1.21,1.11,0.58,1.18,0.92,0.49,1.09
0068_052.3,2.0,1.09,0.58,1.26,1.06,0.54,1.23,0.88,0.46,1.14
0068_053.1,2.0,1.12,0.8,1.43,1.1,0.74,1.4,0.91,0.63,1.29
0068_053.3,2.0,1.0,0.52,1.16,0.95,0.48,1.14,0.79,0.41,1.05
0068_054.3,2.0,0.71,0.36,1.05,0.66,0.33,1.03,0.54,0.29,0.95
0068_054.8,2.0,0.72,0.37,1.03,0.66,0.34,1.0,0.55,0.29,0.92
0068_055.7,2.0,0.67,0.43,0.93,0.62,0.39,0.88,0.51,0.34,0.81
0068_056.2,2.0,0.86,0.49,1.23,0.79,0.45,1.21,0.65,0.38,1.11
0068_056.3,2.0,0.88,0.5,1.42,0.81,0.46,1.39,0.67,0.4,1.28
0068_056.8,2.0,0.71,0.48,1.31,0.65,0.44,1.28,0.54,0.38,1.18
0068_057.3,2.0,0.78,0.5,1.24,0.72,0.46,1.21,0.59,0.39,1.12
0068_058.1,2.0,0.72,0.48,1.41,0.66,0.44,1.38,0.55,0.38,1.24
0068_058.7,2.0,0.61,0.6,1.08,0.56,0.55,1.06,0.47,0.47,0.98
0068_059.1,2.0,0.78,0.69,0.88,0.72,0.63,0.81,0.6,0.54,0.75
0068_059.5,2.0,0.98,0.52,1.32,0.95,0.48,1.3,0.79,0.41,1.2
