SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0068_025.4,2.0,0.56,0.54,1.0,0.52,0.5,0.95,0.43,0.43,0.85
0068_026.5,2.0,0.49,0.45,0.89,0.45,0.41,0.82,0.37,0.36,0.74
0068_026.9,2.0,0.53,0.45,0.9,0.49,0.42,0.83,0.41,0.36,0.75
0068_027.4,2.0,0.28,0.24,0.45,0.25,0.22,0.41,0.21,0.19,0.37
0068_028.3,2.0,0.18,0.14,0.27,0.16,0.13,0.25,0.14,0.11,0.23
0068_029.3,2.0,0.28,0.22,0.4,0.26,0.21,0.37,0.21,0.18,0.33
0068_029.7,2.0,0.29,0.23,0.34,0.27,0.21,0.32,0.22,0.18,0.29
0068_030.5,2.0,0.79,0.58,0.92,0.73,0.53,0.88,0.6,0.45,0.81
0068_031.0,2.0,0.59,0.48,0.6,0.55,0.44,0.56,0.45,0.38,0.51
0068_031.5,2.0,0.45,0.39,0.52,0.42,0.36,0.47,0.34,0.31,0.44
0068_031.7,2.0,0.58,0.43,0.73,0.54,0.4,0.67,0.44,0.34,0.62
0068_032.2,2.0,0.46,0.31,0.65,0.42,0.29,0.6,0.35,0.24,0.55
0068_032.4,2.0,0.49,0.33,0.7,0.46,0.3,0.65,0.38,0.26,0.6
0068_032.7,2.0,0.56,0.42,0.8,0.51,0.39,0.74,0.42,0.33,0.68
0068_033.3,2.0,0.13,0.1,0.2,0.12,0.09,0.18,0.1,0.08,0.17
0068_033.6,2.0,0.33,0.24,0.42,0.3,0.22,0.39,0.25,0.19,0.36
0068_034.0,2.0,0.19,0.12,0.25,0.18,0.11,0.23,0.15,0.1,0.21
0068_034.5,2.0,0.29,0.15,0.27,0.26,0.14,0.25,0.22,0.12,0.22
0068_034.6,2.0,0.34,0.13,0.53,0.31,0.12,0.49,0.26,0.11,0.44
0068_036.0,2.0,0.45,0.2,0.81,0.4,0.17,0.72,0.33,0.15,0.62
0068_038.1,2.0,0.73,0.34,1.12,0.64,0.3,1.06,0.53,0.26,0.93
0068_039.2,2.0,0.72,0.33,1.05,0.66,0.3,1.03,0.55,0.26,0.92
0068_039.8,2.0,1.03,0.56,1.39,0.93,0.5,1.32,0.77,0.43,1.15
0068_040.1,2.0,0.91,0.52,1.14,0.87,0.48,1.12,0.72,0.41,1.01
0068_040.8,2.0,0.49,0.36,0.86,0.45,0.33,0.79,0.38,0.28,0.71
0068_041.3,2.0,0.51,0.33,0.86,0.47,0.3,0.79,0.39,0.26,0.71
0068_042.3,2.0,0.56,0.39,0.79,0.52,0.35,0.73,0.43,0.31,0.65
0068_043.3,2.0,0.59,0.37,0.83,0.54,0.34,0.76,0.45,0.3,0.68
0068_043.8,2.0,0.81,0.45,1.11,0.74,0.41,1.09,0.62,0.36,0.98
0068_045.1,2.0,0.74,0.47,0.92,0.68,0.43,0.88,0.56,0.37,0.81
0068_045.8,2.0,0.86,0.56,1.03,0.8,0.51,1.0,0.66,0.44,0.92
0068_046.8,2.0,1.04,0.69,1.4,1.02,0.64,1.38,0.84,0.54,1.27
0068_047.2,2.0,1.06,0.69,1.44,1.04,0.63,1.41,0.86,0.54,1.3
0068_047.8,2.0,1.01,0.65,1.31,0.98,0.6,1.29,0.81,0.51,1.18
0068_048.3,2.0,1.09,0.66,1.39,1.07,0.61,1.37,0.89,0.52,1.26
0068_049.3,2.0,1.13,0.77,1.39,1.1,0.71,1.36,0.91,0.61,1.26
0068_050.3,2.0,1.47,0.99,1.73,1.44,0.94,1.7,1.19,0.8,1.57
0068_050.7,2.0,1.51,1.19,1.84,1.48,1.16,1.8,1.22,0.99,1.66
0068_051.3,2.0,1.05,0.68,1.2,1.03,0.63,1.18,0.85,0.53,1.09
0068_052.1,2.0,1.09,0.66,1.26,1.07,0.61,1.24,0.88,0.52,1.14
0068_052.3,2.0,1.02,0.71,1.24,1.0,0.65,1.22,0.83,0.56,1.12
0068_053.1,2.0,1.06,0.9,1.47,1.04,0.85,1.44,0.86,0.73,1.33
0068_053.3,2.0,0.89,0.56,1.11,0.82,0.51,1.09,0.68,0.44,1.01
0068_054.3,2.0,0.69,0.44,1.07,0.63,0.4,1.05,0.52,0.34,0.97
0068_054.8,2.0,0.71,0.44,1.02,0.66,0.41,0.99,0.54,0.35,0.91
0068_055.7,2.0,0.55,0.45,0.89,0.5,0.41,0.82,0.42,0.35,0.75
0068_056.2,2.0,0.86,0.48,1.22,0.79,0.44,1.2,0.65,0.37,1.1
0068_056.3,2.0,0.88,0.55,1.39,0.81,0.51,1.37,0.67,0.43,1.26
0068_056.8,2.0,0.75,0.63,1.2,0.69,0.58,1.18,0.57,0.49,1.09
0068_057.3,2.0,0.67,0.62,1.33,0.62,0.57,1.31,0.51,0.49,1.21
0068_058.1,2.0,0.62,0.57,1.44,0.57,0.52,1.41,0.48,0.46,1.27
0068_058.7,2.0,1.05,0.8,1.4,1.03,0.74,1.37,0.85,0.63,1.26
0068_059.1,2.0,0.93,0.73,0.97,0.88,0.67,0.92,0.73,0.57,0.85
0068_059.5,2.0,1.19,0.59,1.37,1.17,0.55,1.35,0.97,0.47,1.24
