SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0015_346.7,35.0,0.99,0.76,0.96,0.9,0.67,0.84,0.77,0.59,0.81
0015_349.4,35.0,0.82,0.63,0.86,0.76,0.58,0.79,0.68,0.52,0.75
0015_351.9,35.0,0.83,0.64,0.93,0.73,0.57,0.82,0.63,0.5,0.78
0015_357.6,35.0,0.74,0.58,0.85,0.65,0.51,0.74,0.56,0.45,0.71
0015_362.0,35.0,0.75,0.55,0.87,0.66,0.49,0.76,0.57,0.43,0.73
0015_363.7,35.0,0.71,0.5,0.73,0.62,0.44,0.65,0.54,0.39,0.62
0015_365.5,35.0,0.66,0.39,0.57,0.58,0.35,0.5,0.43,0.3,0.47
0026_000.0,2.0,0.65,0.46,0.83,0.59,0.42,0.77,0.49,0.36,0.71
0026_000.2,2.0,0.64,0.47,0.85,0.59,0.43,0.78,0.49,0.37,0.72
0026_000.4,2.0,1.24,0.94,1.13,1.21,0.89,1.11,1.01,0.76,1.02
0026_000.7,2.0,1.23,0.99,1.34,1.2,0.96,1.32,0.99,0.81,1.21
0026_001.0,2.0,1.12,0.96,1.19,1.1,0.91,1.16,0.91,0.78,1.07
0026_001.3,2.0,1.13,0.92,1.25,1.1,0.84,1.23,0.92,0.73,1.1
0026_001.8,2.0,1.18,0.94,1.29,1.16,0.89,1.26,0.96,0.76,1.16
0026_002.7,2.0,1.16,0.95,1.3,1.14,0.9,1.27,0.94,0.77,1.17
0026_003.0,2.0,0.37,0.34,0.49,0.34,0.31,0.45,0.28,0.27,0.42
0026_003.2,2.0,0.44,0.36,0.59,0.41,0.33,0.54,0.34,0.28,0.5
0026_003.3,2.0,0.51,0.37,0.56,0.47,0.34,0.52,0.39,0.29,0.48
0026_003.5,2.0,0.52,0.29,0.55,0.48,0.27,0.5,0.4,0.23,0.46
0037_000.0,2.0,1.08,0.9,1.14,1.06,0.83,1.12,0.87,0.7,1.03
0037_001.0,2.0,1.02,0.9,1.08,0.99,0.83,1.06,0.82,0.72,0.95
0037_001.5,2.0,0.99,0.81,1.12,0.94,0.75,1.09,0.79,0.65,0.98
0037_002.0,3.0,1.04,0.96,1.26,1.02,0.91,1.23,0.85,0.79,1.11
0037_003.0,3.0,0.61,0.49,0.85,0.56,0.45,0.78,0.47,0.39,0.7
0037_003.5,3.0,0.73,0.52,1.0,0.64,0.46,0.91,0.53,0.4,0.79
0037_004.1,3.0,1.68,1.11,1.75,1.6,1.06,1.66,1.32,0.92,1.45
0037_004.5,3.0,0.54,0.47,0.85,0.48,0.41,0.75,0.39,0.36,0.65
0037_005.7,3.0,0.54,0.45,0.94,0.47,0.39,0.85,0.39,0.34,0.74
0037_006.2,3.0,0.44,0.41,0.82,0.39,0.36,0.72,0.32,0.31,0.63
0037_006.7,3.0,0.36,0.31,0.77,0.32,0.27,0.68,0.27,0.24,0.59
0037_007.2,3.0,0.43,0.28,0.7,0.38,0.24,0.62,0.31,0.21,0.54
0037_009.0,3.0,0.65,0.47,0.94,0.58,0.41,0.85,0.48,0.36,0.75
0037_009.6,3.0,0.66,0.46,0.94,0.58,0.4,0.83,0.48,0.35,0.72
0037_010.0,3.0,0.54,0.37,0.66,0.48,0.33,0.58,0.4,0.28,0.51
0037_010.5,3.0,0.55,0.36,0.67,0.5,0.34,0.61,0.42,0.29,0.55
0037_011.5,3.0,0.53,0.32,0.65,0.49,0.29,0.59,0.41,0.25,0.53
0038_000.0,3.0,0.14,0.09,0.15,0.13,0.08,0.14,0.11,0.07,0.12
0038_000.5,3.0,0.2,0.13,0.19,0.18,0.12,0.17,0.15,0.1,0.15
0038_003.2,3.0,0.16,0.11,0.15,0.14,0.09,0.13,0.12,0.08,0.12
0039_000.0,2.0,1.29,0.96,1.49,1.23,0.88,1.41,1.02,0.76,1.23
0039_000.5,2.0,1.01,0.87,1.03,0.92,0.77,0.94,0.76,0.66,0.82
0039_001.5,2.0,1.01,0.8,1.06,0.92,0.71,0.99,0.76,0.61,0.86
0039_002.4,2.0,1.04,0.89,1.12,0.97,0.78,1.07,0.8,0.68,0.93
0039_003.5,2.0,0.79,0.65,0.84,0.73,0.6,0.78,0.61,0.52,0.7
0039_004.0,2.0,1.02,0.92,1.25,1.0,0.85,1.23,0.84,0.73,1.1
0039_004.3,2.0,1.14,0.94,1.36,1.12,0.89,1.34,0.93,0.77,1.2
0039_005.1,2.0,1.03,0.94,1.32,1.01,0.89,1.3,0.84,0.76,1.2
0039_006.0,2.0,0.77,0.71,0.99,0.71,0.65,0.96,0.59,0.55,0.88
0039_006.1,2.0,0.86,0.73,1.03,0.79,0.67,1.01,0.66,0.57,0.93
0039_006.2,2.0,0.9,0.71,1.18,0.86,0.65,1.16,0.71,0.55,1.07
0039_006.4,2.0,0.69,0.56,0.99,0.63,0.51,0.96,0.53,0.45,0.87
0039_007.3,2.0,0.63,0.5,0.76,0.58,0.46,0.7,0.49,0.4,0.63
0039_007.7,3.0,0.42,0.28,0.5,0.38,0.26,0.46,0.32,0.23,0.41
0039_007.9,3.0,0.27,0.16,0.32,0.25,0.15,0.3,0.21,0.13,0.27
0039_008.7,3.0,0.43,0.23,0.44,0.4,0.21,0.4,0.33,0.18,0.36
0048_000.0,2.0,1.06,1.0,1.26,1.04,0.95,1.23,0.86,0.81,1.14
0048_000.5,2.0,1.04,0.78,1.13,1.02,0.71,1.11,0.85,0.62,0.99
0048_001.0,2.0,1.14,0.88,1.23,1.12,0.81,1.2,0.93,0.7,1.08
0048_001.5,2.0,1.13,0.84,1.19,1.1,0.77,1.17,0.91,0.66,1.08
0048_002.0,2.0,0.96,0.74,1.14,0.91,0.68,1.12,0.75,0.58,1.03
0048_002.5,2.0,0.87,0.71,1.09,0.8,0.66,1.07,0.66,0.56,0.99
0048_003.3,2.0,0.61,0.57,0.81,0.56,0.52,0.75,0.46,0.44,0.69
0048_003.5,2.0,1.1,0.98,1.27,1.08,0.96,1.25,0.89,0.81,1.15
0048_003.9,2.0,1.11,1.21,1.44,1.09,1.19,1.41,0.9,1.01,1.3
0048_004.1,2.0,1.04,1.15,1.39,1.02,1.13,1.37,0.84,0.96,1.26
0051_000.0,3.0,0.76,0.49,0.93,0.7,0.45,0.89,0.58,0.38,0.82
0051_000.6,3.0,0.81,0.71,1.11,0.75,0.65,1.09,0.62,0.56,1.01
0051_001.0,3.0,0.87,0.59,1.07,0.8,0.54,1.04,0.67,0.47,0.94
0051_001.6,3.0,0.2,0.14,0.26,0.18,0.13,0.24,0.15,0.11,0.22
0051_002.4,3.0,0.83,0.65,1.2,0.76,0.6,1.17,0.64,0.52,1.06
0052_000.0,2.0,0.43,0.43,0.58,0.39,0.4,0.53,0.32,0.34,0.49
0052_000.5,2.0,0.92,0.88,1.03,0.87,0.81,1.0,0.72,0.69,0.92
0052_000.6,2.0,0.88,0.85,0.93,0.81,0.78,0.88,0.67,0.67,0.81
0052_001.0,2.0,0.9,0.82,0.96,0.82,0.75,0.91,0.68,0.64,0.84
0052_001.5,2.0,0.97,0.74,0.95,0.92,0.68,0.9,0.76,0.58,0.83
0052_001.8,2.0,0.93,0.74,1.16,0.88,0.68,1.14,0.73,0.58,1.05
0052_002.1,2.0,0.87,0.76,1.2,0.8,0.7,1.18,0.66,0.6,1.09
0052_002.6,2.0,0.61,0.52,0.93,0.56,0.48,0.88,0.47,0.42,0.79
0052_003.1,2.0,1.23,0.97,1.73,1.21,0.92,1.69,1.0,0.79,1.56
0052_003.7,31.0,0.88,0.64,1.15,0.81,0.59,1.13,0.67,0.5,1.04
0053_000.1,3.0,0.96,0.84,1.16,0.92,0.77,1.14,0.76,0.67,1.02
0053_000.9,3.0,1.18,1.04,1.39,1.16,1.02,1.36,0.96,0.87,1.25
0053_001.5,3.0,0.99,0.94,1.06,0.94,0.89,1.04,0.77,0.76,0.96
0053_001.7,3.0,0.54,0.48,0.6,0.49,0.45,0.55,0.41,0.38,0.51
0053_001.8,3.0,0.71,0.55,0.6,0.65,0.5,0.55,0.54,0.43,0.51
0060_000.0,4.0,1.02,0.98,2.02,0.99,0.93,1.98,0.82,0.79,1.82
0060_000.8,4.0,0.21,0.2,0.53,0.19,0.18,0.46,0.16,0.15,0.4
0060_003.7,4.0,0.22,0.18,0.59,0.19,0.16,0.52,0.16,0.14,0.45
0060_004.4,4.0,0.39,0.33,0.96,0.34,0.29,0.85,0.28,0.25,0.74
0060_007.4,4.0,0.33,0.36,1.07,0.29,0.32,1.02,0.24,0.28,0.89
0065_000.1,4.0,0.12,0.09,0.16,0.1,0.08,0.14,0.08,0.07,0.13
0065_002.4,7.0,0.14,0.1,0.16,0.12,0.09,0.14,0.08,0.07,0.12
0067_000.0,33.0,1.03,0.86,1.07,1.01,0.79,1.04,0.82,0.58,0.9
0067_001.0,33.0,1.03,0.86,1.07,1.01,0.79,1.04,0.82,0.58,0.9
0067_004.0,2.0,0.46,0.24,0.6,0.42,0.22,0.56,0.35,0.19,0.5
0067_004.1,33.0,1.04,0.9,1.06,0.94,0.79,0.98,0.77,0.59,0.85
0067_007.3,33.0,1.1,0.88,1.16,1.08,0.81,1.13,0.88,0.6,0.98
0067_010.1,33.0,0.83,0.78,0.96,0.77,0.72,0.91,0.62,0.53,0.78
0068_000.0,2.0,0.13,0.08,0.19,0.11,0.07,0.17,0.09,0.06,0.15
0068_009.1,2.0,0.12,0.08,0.19,0.11,0.07,0.17,0.09,0.06,0.15
0068_012.8,2.0,0.12,0.08,0.19,0.11,0.07,0.17,0.09,0.06,0.15
0068_017.2,2.0,0.14,0.1,0.23,0.13,0.08,0.2,0.1,0.07,0.18
0068_023.7,2.0,0.82,0.54,1.01,0.76,0.5,0.98,0.63,0.43,0.88
0068_024.7,2.0,1.12,0.85,1.25,1.1,0.78,1.23,0.92,0.67,1.1
0068_025.0,2.0,1.1,0.85,1.15,1.08,0.79,1.12,0.9,0.68,1.01
0068_025.4,2.0,1.49,1.09,1.5,1.46,1.07,1.47,1.22,0.93,1.32
0068_026.5,2.0,1.41,1.13,1.44,1.38,1.11,1.42,1.15,0.96,1.27
0068_026.9,2.0,1.45,1.05,1.45,1.42,1.03,1.42,1.18,0.9,1.27
0068_027.4,2.0,0.77,0.56,0.84,0.71,0.51,0.77,0.59,0.44,0.7
0068_028.3,2.0,0.87,0.54,0.85,0.8,0.5,0.79,0.67,0.43,0.71
0068_029.3,2.0,0.89,0.6,0.91,0.82,0.55,0.84,0.68,0.48,0.76
0068_029.7,2.0,0.89,0.56,0.92,0.82,0.52,0.84,0.68,0.45,0.76
0068_030.5,2.0,1.21,0.73,1.27,1.19,0.67,1.24,0.98,0.57,1.14
0068_031.0,2.0,1.29,0.79,1.34,1.26,0.72,1.31,1.04,0.62,1.21
0068_031.5,2.0,1.2,0.75,1.23,1.17,0.69,1.2,0.97,0.59,1.11
0068_031.7,2.0,1.14,0.53,1.14,1.12,0.49,1.12,0.92,0.42,1.03
0068_032.2,2.0,1.18,0.51,1.21,1.16,0.47,1.19,0.96,0.4,1.09
0068_032.4,2.0,1.29,0.57,1.28,1.27,0.52,1.26,1.05,0.44,1.16
0068_032.7,2.0,1.05,0.51,1.08,1.03,0.47,1.05,0.85,0.4,0.97
0068_033.3,2.0,0.56,0.25,0.6,0.51,0.23,0.55,0.42,0.19,0.51
0068_033.6,2.0,0.65,0.3,0.69,0.6,0.28,0.64,0.49,0.24,0.59
0068_034.0,2.0,0.49,0.2,0.52,0.45,0.19,0.48,0.37,0.16,0.43
0068_034.5,2.0,0.35,0.15,0.43,0.32,0.14,0.39,0.27,0.12,0.35
0068_034.6,2.0,0.56,0.21,0.67,0.52,0.2,0.62,0.43,0.17,0.56
0068_036.0,2.0,0.72,0.27,0.89,0.63,0.24,0.79,0.52,0.21,0.69
0068_038.1,2.0,1.05,0.42,1.25,0.98,0.37,1.19,0.81,0.32,1.04
0068_039.2,2.0,1.06,0.36,1.17,1.04,0.34,1.15,0.87,0.29,1.03
0068_039.8,2.0,1.3,0.56,1.66,1.23,0.49,1.58,1.02,0.43,1.38
0068_040.1,2.0,1.08,0.54,1.26,1.06,0.49,1.24,0.88,0.43,1.11
0068_040.8,2.0,0.49,0.29,0.75,0.45,0.27,0.69,0.38,0.23,0.62
0068_041.3,2.0,0.54,0.29,0.81,0.5,0.26,0.74,0.41,0.23,0.67
0068_042.3,2.0,0.65,0.37,0.88,0.6,0.34,0.81,0.5,0.29,0.73
0068_043.3,2.0,0.66,0.36,0.92,0.61,0.33,0.84,0.51,0.28,0.76
0068_043.8,2.0,0.82,0.42,1.14,0.75,0.39,1.11,0.63,0.34,1.0
0068_045.1,2.0,0.75,0.44,0.95,0.69,0.4,0.9,0.57,0.34,0.83
0068_045.8,2.0,0.87,0.53,1.04,0.8,0.48,1.02,0.66,0.41,0.94
0068_046.8,2.0,1.03,0.58,1.4,1.0,0.53,1.37,0.83,0.45,1.27
0068_047.2,2.0,1.04,0.57,1.43,1.02,0.52,1.4,0.84,0.45,1.29
0068_047.8,2.0,1.1,0.61,1.4,1.08,0.56,1.37,0.89,0.48,1.27
0068_048.3,2.0,1.3,0.7,1.53,1.27,0.64,1.5,1.05,0.55,1.38
0068_049.3,2.0,1.07,0.72,1.39,1.05,0.66,1.36,0.88,0.57,1.22
0068_050.3,2.0,1.53,0.95,1.85,1.5,0.91,1.81,1.24,0.77,1.67
0068_050.7,2.0,1.44,1.14,1.87,1.41,1.11,1.83,1.17,0.95,1.69
0068_051.3,2.0,1.12,0.64,1.24,1.09,0.59,1.22,0.91,0.5,1.12
0068_052.1,2.0,1.12,0.6,1.29,1.1,0.55,1.26,0.91,0.47,1.17
0068_052.3,2.0,1.02,0.64,1.31,1.0,0.59,1.28,0.83,0.5,1.18
0068_053.1,2.0,1.03,0.85,1.48,1.01,0.78,1.45,0.84,0.67,1.34
0068_053.3,2.0,0.99,0.58,1.23,0.94,0.53,1.21,0.78,0.46,1.11
0068_054.3,2.0,0.61,0.42,1.05,0.56,0.38,1.02,0.46,0.33,0.94
0068_054.8,2.0,0.64,0.42,1.0,0.59,0.38,0.97,0.49,0.33,0.89
0068_055.7,2.0,0.71,0.49,0.97,0.65,0.45,0.92,0.54,0.38,0.85
0068_056.2,2.0,0.98,0.48,1.41,0.93,0.44,1.38,0.77,0.37,1.27
0068_056.3,2.0,0.99,0.5,1.56,0.96,0.46,1.52,0.79,0.39,1.41
0068_056.8,2.0,0.68,0.54,1.37,0.63,0.49,1.34,0.52,0.42,1.24
0068_057.3,2.0,0.83,0.54,1.39,0.77,0.5,1.36,0.63,0.42,1.25
0068_058.1,2.0,0.74,0.49,1.63,0.68,0.45,1.6,0.57,0.39,1.44
0068_058.7,2.0,0.78,0.65,1.49,0.71,0.6,1.46,0.59,0.51,1.35
0068_059.1,2.0,0.86,0.67,0.91,0.79,0.61,0.85,0.66,0.52,0.79
0068_059.5,2.0,1.02,0.55,1.34,0.99,0.5,1.31,0.82,0.43,1.21
