,SEGID,FYEAR,SiteGroup,MonthGroup,DOWGroup,Period,VC15Min_Max
57,0015_339.1,2017,SN7,M10-Oct,W1-Weekday,PM,0.589866798534357
58,0015_340.3,2017,SN6,M10-Oct,W1-Weekday,PM,0.5517747985374643
59,0015_342.0,2017,SN6,M10-Oct,W1-Weekday,PM,0.5674066366313093
60,0015_343.1,2017,SN6,M10-Oct,W1-Weekday,PM,0.4773777764532767
61,0015_343.9,2017,SN5,M10-Oct,W1-Weekday,PM,0.3928900015611986
62,0015_345.0,2017,SN5,M10-Oct,W1-Weekday,PM,0.4375878185802701
63,0015_346.7,2017,SN5,M10-Oct,W1-Weekday,PM,0.3829025459112026
64,0015_349.4,2017,SN5,M10-Oct,W1-Weekday,PM,0.27754760296394004
65,0015_351.9,2017,SN4,M10-Oct,W1-Weekday,PM,0.26164104595266097
66,0015_357.6,2017,SN4,M10-Oct,W1-Weekday,PM,0.2197627487775075
67,0015_362.0,2017,SN4,M10-Oct,W1-Weekday,PM,0.21179539175075784
68,0015_363.7,2017,SN6,M10-Oct,W1-Weekday,PM,0.23782827970339393
69,0015_365.5,2017,SN4,M10-Oct,W1-Weekday,PM,0.17838420417538842
70,0026_000.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.3098000133245864
71,0026_000.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.2827931159914579
72,0026_000.4,2017,SNT,M10-Oct,W1-Weekday,PM,0.47039254731898567
73,0026_000.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.47312670356911213
74,0026_001.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.5063740970977967
75,0026_001.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.37028512895931515
76,0026_001.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.3785968467159038
77,0026_002.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.37052246130182614
78,0026_003.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.18422883101233148
79,0026_003.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.1828806729123229
80,0026_003.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.19334538002895446
81,0026_003.5,2017,SNU,M10-Oct,W1-Weekday,PM,0.17582024649789849
82,0037_000.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.4989534681490122
83,0037_001.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.4963815252502213
84,0037_001.5,2017,SNT,M10-Oct,W1-Weekday,PM,0.5884000475816377
85,0037_002.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.5166748031841836
86,0037_003.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.10974621547056344
87,0037_003.5,2017,SNT,M10-Oct,W1-Weekday,PM,0.10884094519895632
88,0037_004.1,2017,SNT,M10-Oct,W1-Weekday,PM,0.1088802295113373
89,0037_004.5,2017,SNS,M10-Oct,W1-Weekday,PM,0.08681929348946363
90,0037_005.7,2017,SNS,M10-Oct,W1-Weekday,PM,0.1070901391853568
91,0037_006.2,2017,SNS,M10-Oct,W1-Weekday,PM,0.07674384421444894
92,0037_006.7,2017,SNS,M10-Oct,W1-Weekday,PM,0.10834998949679461
93,0037_007.2,2017,SNS,M10-Oct,W1-Weekday,PM,0.13298729606943838
94,0037_009.0,2017,SNS,M10-Oct,W1-Weekday,PM,0.12848276694416172
95,0037_009.6,2017,SNS,M10-Oct,W1-Weekday,PM,0.15938640861756018
96,0037_010.0,2017,SNS,M10-Oct,W1-Weekday,PM,0.22181045610422878
97,0037_010.5,2017,SNS,M10-Oct,W1-Weekday,PM,0.24592133573424785
98,0037_011.5,2017,SNT,M10-Oct,W1-Weekday,PM,0.2615927709839197
99,0038_000.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.04224714821211618
100,0038_000.5,2017,SNQ,M10-Oct,W1-Weekday,PM,0.056061434071979895
101,0039_000.0,2017,SNQ,M10-Oct,W1-Weekday,PM,0.17785174547791543
102,0039_000.5,2017,SNQ,M10-Oct,W1-Weekday,PM,0.19422336897087764
103,0039_001.5,2017,SNQ,M10-Oct,W1-Weekday,PM,0.2652010880421917
104,0039_002.4,2017,SNS,M10-Oct,W1-Weekday,PM,0.28477707459965174
105,0039_003.5,2017,SNT,M10-Oct,W1-Weekday,PM,0.22918698756103317
106,0039_004.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.4834699760043018
107,0039_004.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.5062473946502462
108,0039_005.1,2017,SNT,M10-Oct,W1-Weekday,PM,0.5640993888628525
109,0039_006.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.4287983639057451
110,0039_006.1,2017,SNT,M10-Oct,W1-Weekday,PM,0.42690644256248944
111,0039_006.2,2017,SNT,M10-Oct,W1-Weekday,PM,0.4479976823707577
112,0039_006.4,2017,SNT,M10-Oct,W1-Weekday,PM,0.45026378286898805
113,0039_007.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.29508059063311676
114,0039_007.7,2017,SNT,M10-Oct,W1-Weekday,PM,0.1901257483268628
115,0039_007.9,2017,SNT,M10-Oct,W1-Weekday,PM,0.12075029134460448
116,0039_008.7,2017,SNQ,M10-Oct,W1-Weekday,PM,0.1384263823050391
117,0048_000.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.5449121300365213
118,0048_000.5,2017,SNT,M10-Oct,W1-Weekday,PM,0.5506145261137648
119,0048_001.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.5992763129388369
120,0048_001.5,2017,SNT,M10-Oct,W1-Weekday,PM,0.6153208349030522
121,0048_002.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.5191287207880173
122,0048_002.5,2017,SNU,M10-Oct,W1-Weekday,PM,0.5130557203190449
123,0048_003.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.39064252108335557
124,0048_003.5,2017,SNU,M10-Oct,W1-Weekday,PM,0.7046358152709974
125,0048_003.9,2017,SNU,M10-Oct,W1-Weekday,PM,0.4192357011245331
126,0048_004.1,2017,SNU,M10-Oct,W1-Weekday,PM,0.45346194489327224
127,0053_000.1,2017,SNT,M10-Oct,W1-Weekday,PM,0.42465976125334803
128,0053_000.9,2017,SNT,M10-Oct,W1-Weekday,PM,0.5989960468964155
129,0053_001.5,2017,SNU,M10-Oct,W1-Weekday,PM,0.28491868393061925
130,0053_001.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.24992708791956272
131,0053_001.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.2792350997186113
132,0060_000.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.6091971084819412
133,0060_000.8,2017,SNS,M10-Oct,W1-Weekday,PM,0.12180198280141775
134,0060_003.7,2017,SNS,M10-Oct,W1-Weekday,PM,0.14705159118034872
135,0060_004.4,2017,SNS,M10-Oct,W1-Weekday,PM,0.14894957385795354
136,0060_007.4,2017,SNS,M10-Oct,W1-Weekday,PM,0.27177492255975616
137,0067_000.0,2017,SNF,M10-Oct,W1-Weekday,PM,0.40844429544832284
138,0067_001.0,2017,SNF,M10-Oct,W1-Weekday,PM,0.40844429544832284
139,0067_004.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.7478754374276727
140,0067_004.1,2017,SNF,M10-Oct,W1-Weekday,PM,0.4843567257488863
141,0067_007.3,2017,SNF,M10-Oct,W1-Weekday,PM,0.4802754543352196
142,0067_010.1,2017,SNF,M10-Oct,W1-Weekday,PM,0.4802754543352196
143,0068_036.0,2017,SNS,M10-Oct,W1-Weekday,PM,0.5129508839656478
144,0068_038.1,2017,SNS,M10-Oct,W1-Weekday,PM,0.42490028434616206
145,0068_039.2,2017,SNS,M10-Oct,W1-Weekday,PM,0.46091278813098174
146,0068_040.1,2017,SNS,M10-Oct,W1-Weekday,PM,0.5032664794933323
147,0068_040.8,2017,SNT,M10-Oct,W1-Weekday,PM,0.25362054197883427
148,0068_041.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.2798814133498832
149,0068_042.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.3767042743530485
150,0068_043.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.38610807662934293
151,0068_043.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.5326752192401889
152,0068_045.1,2017,SNT,M10-Oct,W1-Weekday,PM,0.5440278239602011
153,0068_045.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.449993497918241
154,0068_046.8,2017,SNT,M10-Oct,W1-Weekday,PM,0.5593487637797673
155,0068_047.2,2017,SNT,M10-Oct,W1-Weekday,PM,0.5737512412338067
156,0068_047.8,2017,SNT,M10-Oct,W1-Weekday,PM,0.5715849834455314
157,0068_048.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.5998687357410653
158,0068_049.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.6156763543718048
159,0068_050.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.8813381896387703
160,0068_050.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.6229633429914067
161,0068_051.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.43178643380236514
162,0068_052.1,2017,SNT,M10-Oct,W1-Weekday,PM,0.46151656753752335
163,0068_052.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.532254085335509
164,0068_053.1,2017,SNT,M10-Oct,W1-Weekday,PM,0.6745814512324301
165,0068_053.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.47859031726608886
166,0068_054.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.42786221654904383
167,0068_054.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.4050630698166199
168,0068_055.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.3231514255377791
169,0068_056.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.45600157771085714
170,0068_056.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.5133267963387866
171,0068_056.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.6243110387459205
172,0068_057.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.49919823764207
173,0068_058.1,2017,SNT,M10-Oct,W1-Weekday,PM,0.5538635452724228
174,0068_058.7,2017,SNT,M10-Oct,W1-Weekday,PM,0.40336216346673076
175,0068_059.1,2017,SNU,M10-Oct,W1-Weekday,PM,0.3556928817040055
176,0068_059.5,2017,SNU,M10-Oct,W1-Weekday,PM,0.5713490800819359
177,0068_060.4,2017,SNT,M10-Oct,W1-Weekday,PM,0.4130550233757947
178,0068_060.8,2017,SNT,M10-Oct,W1-Weekday,PM,0.45352705409298655
179,0068_061.8,2017,SNT,M10-Oct,W1-Weekday,PM,0.4576447716525379
180,0068_062.6,2017,SNT,M10-Oct,W1-Weekday,PM,0.2466274624502431
181,0068_063.8,2017,SNT,M10-Oct,W1-Weekday,PM,0.2275653196997274
182,0068_064.4,2017,SNU,M10-Oct,W1-Weekday,PM,0.1585124220800822
183,0068_065.7,2017,SNT,M10-Oct,W1-Weekday,PM,0.45026476688484157
184,0068_066.6,2017,SNT,M10-Oct,W1-Weekday,PM,0.5471673304285466
185,0068_067.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.23067771100020298
186,0068_068.2,2017,SNT,M10-Oct,W1-Weekday,PM,0.20919792625634867
187,0068_068.7,2017,SNT,M10-Oct,W1-Weekday,PM,0.24514004747101997
188,0068_068.9,2017,SNU,M10-Oct,W1-Weekday,PM,0.24138093314520898
189,0068_069.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.3550086873748928
190,0068_069.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.3645241030619926
191,0068_069.6,2017,SNU,M10-Oct,W1-Weekday,PM,0.47545043491232825
192,0068_070.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.4851879381950262
193,0068_070.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.4683367309927566
194,0068_070.5,2017,SNU,M10-Oct,W1-Weekday,PM,0.0
195,0071_000.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.45070252378414044
196,0071_000.4,2017,SNT,M10-Oct,W1-Weekday,PM,0.42928073293644214
197,0071_001.4,2017,SNT,M10-Oct,W1-Weekday,PM,0.5800435131465774
198,0071_002.4,2017,SNT,M10-Oct,W1-Weekday,PM,0.4997021559131438
199,0071_002.9,2017,SNT,M10-Oct,W1-Weekday,PM,0.5097196335561845
200,0071_004.1,2017,SNU,M10-Oct,W1-Weekday,PM,0.5008163387215949
201,0071_004.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.4924746686348796
202,0071_005.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.36189315145190604
203,0071_005.1,2017,SNU,M10-Oct,W1-Weekday,PM,0.37049443948111205
204,0071_005.5,2017,SNU,M10-Oct,W1-Weekday,PM,0.507306289584954
205,0071_006.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.5442622154764006
206,0071_006.6,2017,SNT,M10-Oct,W1-Weekday,PM,0.4982516677535027
207,0071_007.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.23904112679523745
208,0071_007.7,2017,SNT,M10-Oct,W1-Weekday,PM,0.39884897016815124
209,0071_008.2,2017,SNT,M10-Oct,W1-Weekday,PM,0.6014586287130493
210,0071_009.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.5179049000478775
211,0071_009.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.4573606023846283
212,0071_010.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.5961601842293747
213,0071_010.7,2017,SNT,M10-Oct,W1-Weekday,PM,0.5304596513798419
214,0071_011.5,2017,SNT,M10-Oct,W1-Weekday,PM,0.5439244034810767
215,0071_011.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.5106113073326475
216,0071_012.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.49538816059140334
217,0071_012.6,2017,SNU,M10-Oct,W1-Weekday,PM,0.4763576066222936
218,0071_012.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.48269496724167466
219,0071_013.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.5405445069667271
220,0071_014.1,2017,SNU,M10-Oct,W1-Weekday,PM,0.5448001214530545
221,0071_014.6,2017,SNU,M10-Oct,W1-Weekday,PM,0.5184413776329492
222,0071_015.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.31795952526615046
223,0071_016.5,2017,SNU,M10-Oct,W1-Weekday,PM,0.3933923939840335
224,0071_017.4,2017,SNU,M10-Oct,W1-Weekday,PM,0.36290400303038906
225,0071_018.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.3940751035813379
226,0071_019.2,2017,SNT,M10-Oct,W1-Weekday,PM,0.34884708346305715
227,0071_019.6,2017,SNU,M10-Oct,W1-Weekday,PM,0.46834428565260744
228,0071_020.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.4415366205656965
229,0071_020.6,2017,SNT,M10-Oct,W1-Weekday,PM,0.4901587156871339
230,0071_021.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.41813044134053057
231,0071_021.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.3962298889263567
232,0071_021.9,2017,SNU,M10-Oct,W1-Weekday,PM,0.40926249161257033
233,0071_022.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.38688946101669436
234,0071_022.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.34836014085094785
235,0079_000.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.3059115695231299
236,0079_000.7,2017,SNT,M10-Oct,W1-Weekday,PM,0.36281447688651325
237,0079_001.9,2017,SNT,M10-Oct,W1-Weekday,PM,0.39607472564403107
238,0079_002.5,2017,SNT,M10-Oct,W1-Weekday,PM,0.35072528829478955
239,0079_002.9,2017,SNT,M10-Oct,W1-Weekday,PM,0.5355320333083881
240,0079_003.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.39809881350203447
241,0079_003.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.5383525043692189
242,0079_003.4,2017,SNU,M10-Oct,W1-Weekday,PM,0.4724834561955917
243,0079_003.6,2017,SNU,M10-Oct,W1-Weekday,PM,0.44556523583701363
244,0079_003.9,2017,SNU,M10-Oct,W1-Weekday,PM,0.2900557062030739
245,0079_004.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.22034900870177346
246,0079_004.9,2017,SNU,M10-Oct,W1-Weekday,PM,0.4026401157712454
247,0079_005.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.4507669358742897
248,0079_005.1,2017,SNU,M10-Oct,W1-Weekday,PM,0.5095956002694813
249,0080_101.5,2017,SNA,M10-Oct,W1-Weekday,PM,0.4213018672037118
250,0080_104.3,2017,SNA,M10-Oct,W1-Weekday,PM,0.4378961779459942
251,0080_117.7,2017,SND,M10-Oct,W1-Weekday,PM,0.40372130249460414
252,0080_122.4,2017,SND,M10-Oct,W1-Weekday,PM,0.8389327765357832
253,0080_123.2,2017,SND,M10-Oct,W1-Weekday,PM,0.623356876955957
254,0084_081.0,2017,SNE,M10-Oct,W1-Weekday,PM,0.2476148198443582
255,0084_081.7,2017,SNE,M10-Oct,W1-Weekday,PM,0.28497906970097187
256,0084_084.6,2017,SNE,M10-Oct,W1-Weekday,PM,0.281470285351312
257,0084_087.8,2017,SNE,M10-Oct,W1-Weekday,PM,0.20335312674643205
258,0085_003.0,2017,SNS,M10-Oct,W1-Weekday,PM,0.1818418575902197
259,0085_003.5,2017,SNS,M10-Oct,W1-Weekday,PM,0.10256491901552169
260,0085_004.5,2017,SNS,M10-Oct,W1-Weekday,PM,0.10380389577428767
261,0085_005.8,2017,SNS,M10-Oct,W1-Weekday,PM,0.10289617549063142
262,0085_006.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.22353908570714026
263,0085_006.6,2017,SNT,M10-Oct,W1-Weekday,PM,0.2616996324959611
264,0085_007.9,2017,SNT,M10-Oct,W1-Weekday,PM,0.24029772433866886
265,0085_008.9,2017,SNT,M10-Oct,W1-Weekday,PM,0.4258388633594059
266,0085_010.0,2017,SNS,M10-Oct,W1-Weekday,PM,0.41983370298755285
267,0085_010.3,2017,SNR,M10-Oct,W1-Weekday,PM,0.18303088264949913
268,0085_010.8,2017,SNR,M10-Oct,W1-Weekday,PM,0.17942584430841713
269,0085_011.3,2017,SNT,M10-Oct,W1-Weekday,PM,0.18998624964629723
270,0085_012.5,2017,SNT,M10-Oct,W1-Weekday,PM,0.18961219908242416
271,0085_013.9,2017,SNT,M10-Oct,W1-Weekday,PM,0.2090754102142002
272,0085_015.5,2017,SNT,M10-Oct,W1-Weekday,PM,0.31598339441909196
273,0085_017.7,2017,SNT,M10-Oct,W1-Weekday,PM,0.22855132617995771
274,0085_018.7,2017,SNT,M10-Oct,W1-Weekday,PM,0.16182730142743482
275,0089_362.5,2017,SNU,M10-Oct,W1-Weekday,PM,0.4702440163081265
276,0089_363.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.4527965270678057
277,0089_363.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.48394819723254395
278,0089_364.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.5075415577728856
279,0089_364.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.49461249396015533
280,0089_365.5,2017,SNU,M10-Oct,W1-Weekday,PM,0.4523457186925558
281,0089_366.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.28542734086648264
282,0089_366.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.3177270059824923
283,0089_367.2,2017,SNT,M10-Oct,W1-Weekday,PM,0.5064021496300561
284,0089_368.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.36930940061264644
285,0089_368.4,2017,SNT,M10-Oct,W1-Weekday,PM,0.4850250501481017
286,0089_369.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.44809697516815866
287,0089_369.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.42842299983348736
288,0089_369.9,2017,SNU,M10-Oct,W1-Weekday,PM,0.44142077561856236
289,0089_370.6,2017,SNU,M10-Oct,W1-Weekday,PM,0.5169651161344279
290,0089_371.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.564225558312725
291,0089_371.5,2017,SNU,M10-Oct,W1-Weekday,PM,0.44880605879161617
292,0089_372.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.49118169662355055
293,0089_372.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.4530008180109116
294,0089_372.6,2017,SNU,M10-Oct,W1-Weekday,PM,0.4807093145313814
295,0089_372.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.4681398868303583
296,0089_373.6,2017,SNU,M10-Oct,W1-Weekday,PM,0.3960428030207268
297,0089_374.5,2017,SNU,M10-Oct,W1-Weekday,PM,0.36549891104126303
298,0089_375.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.43434345311547323
299,0089_375.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.38867364646128383
300,0089_376.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.2936691349074276
301,0089_376.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.2961957417669191
302,0089_377.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.26587037541677144
303,0089_377.9,2017,SNU,M10-Oct,W1-Weekday,PM,0.3915812064538301
304,0089_378.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.3869529543788584
305,0089_379.1,2017,SNU,M10-Oct,W1-Weekday,PM,0.435789799760851
306,0089_380.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.4835005815029276
307,0089_380.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.5854537395658677
308,0089_380.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.4991217902698684
309,0089_381.0,2017,SNU,M10-Oct,W1-Weekday,PM,0.39642468919738794
310,0089_381.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.3359005703319761
311,0089_381.6,2017,SNS,M10-Oct,W1-Weekday,PM,0.41323934374110644
312,0089_383.5,2017,SNT,M10-Oct,W1-Weekday,PM,0.4575758094517312
313,0089_384.9,2017,SNT,M10-Oct,W1-Weekday,PM,0.5828951726845745
314,0089_385.0,2017,SNT,M10-Oct,W1-Weekday,PM,0.7294617544919436
315,0089_385.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.3069767921667381
316,0089_385.7,2017,SNU,M10-Oct,W1-Weekday,PM,0.3358046105689131
317,0089_386.3,2017,SNU,M10-Oct,W1-Weekday,PM,0.4581275113377871
318,0089_386.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.31102443476025166
319,0089_387.2,2017,SNU,M10-Oct,W1-Weekday,PM,0.28704303050177643
320,0089_387.6,2017,SNU,M10-Oct,W1-Weekday,PM,0.2641194653165057
321,0089_387.8,2017,SNU,M10-Oct,W1-Weekday,PM,0.272806752221257
322,0089_388.4,2017,SNU,M10-Oct,W1-Weekday,PM,0.29321649298578734
