SEGID,DailyVolScenario,DailyVolBase,DailyVolAdj
0015_252.5,74202.0,75245.5,-1043.5
0015_253.6,78765.90000000001,81065.29999999999,-2299.3999999999796
0015_255.9,95668.3,98577.7,-2909.399999999994
0015_257.3,97666.8,100352.4,-2685.5999999999913
0015_257.6,163454.50000000003,164707.99999999997,-1253.4999999999418
0015_258.8,171769.8,172307.49999999997,-537.6999999999825
0015_260.0,185368.99999999997,184638.29999999996,730.7000000000116
0015_261.8,195412.20000000004,192312.59999999995,3099.600000000093
0015_263.4,153768.5,149220.8,4547.700000000012
0015_264.2,153768.5,149220.8,4547.700000000012
0015_265.6,171611.19999999998,164666.09999999998,6945.100000000006
0015_266.5,187976.8,183060.59999999995,4916.200000000041
0015_267.9,181697.99999999994,183060.59999999995,-1362.6000000000058
0015_269.0,194890.4,222947.30000000002,-28056.900000000023
0015_269.6,194890.4,222947.30000000002,-28056.900000000023
0015_270.6,222274.50000000006,253472.70000000007,-31198.20000000001
0015_271.6,235136.2,262625.0,-27488.79999999999
0015_272.7,239666.1,266341.8,-26675.699999999983
0015_274.7,231043.6,256657.5,-25613.899999999994
0015_275.3,262392.9,277823.1,-15430.199999999953
0015_276.4,257038.89999999997,267050.19999999995,-10011.299999999988
0015_278.5,228663.6,224597.09999999998,4066.500000000029
0015_279.6,232404.90000000002,232224.80000000002,180.10000000000582
0015_282.2,225714.8,243822.10000000003,-18107.300000000047
0015_283.3,236682.49999999997,234094.40000000002,2588.0999999999476
0015_283.9,288436.60000000003,287316.69999999995,1119.9000000000815
0015_285.1,278094.5000000001,278162.5,-67.99999999988358
0015_285.8,273917.60000000003,273707.1,210.5000000000582
0015_286.8,273916.6000000001,273708.3,208.30000000010477
0015_288.2,270662.2,271515.8,-853.5999999999767
0015_289.8,311402.8,310690.8,712.0
0015_291.4,330858.6000000001,328874.6000000001,1984.0
0015_292.6,329455.00000000006,323112.10000000003,6342.900000000023
0015_293.0,335430.20000000007,332793.3,2636.9000000000815
0015_293.6,346599.6,332176.5,14423.099999999977
0015_295.6,371837.8,373230.1999999999,-1392.3999999999069
0015_297.9,367176.5,369499.69999999995,-2323.1999999999534
0015_299.0,287123.00000000006,291216.29999999993,-4093.299999999872
0015_300.3,288603.9,291674.0999999999,-3070.199999999895
0015_301.7,287475.89999999997,290253.3,-2777.4000000000233
0015_302.5,287475.89999999997,290253.3,-2777.4000000000233
0015_303.4,285375.4000000001,287718.9,-2343.499999999942
0015_304.7,247693.89999999997,247174.5,519.3999999999651
0015_305.2,332452.4,332181.8,270.6000000000349
0015_305.9,302188.89999999997,301410.99999999994,777.9000000000233
0015_306.3,257046.50000000003,256462.59999999998,583.9000000000524
0015_307.2,257046.90000000002,256461.89999999997,585.0000000000582
0015_307.5,214623.6,210002.90000000002,4620.6999999999825
0015_307.6,288882.2,283804.6,5077.600000000035
0015_307.8,199623.3,192110.4,7512.899999999994
0015_308.4,198814.1,191175.10000000003,7638.999999999971
0015_309.3,203776.19999999998,187776.5,15999.699999999983
0015_310.2,206715.80000000002,192489.5,14226.300000000017
0015_311.4,195860.80000000005,186013.60000000003,9847.200000000012
0015_311.8,187770.70000000004,180422.3,7348.400000000052
0015_313.7,203691.7,200531.39999999994,3160.3000000000757
0015_315.3,190421.0,190292.1,128.89999999999418
0015_316.9,180816.5,180018.19999999995,798.3000000000466
0015_317.6,163724.4,162276.29999999993,1448.100000000064
0015_318.3,180360.40000000008,179821.99999999997,538.4000000001106
0015_319.5,172320.09999999995,170564.39999999997,1755.6999999999825
0015_321.0,155902.19999999995,154513.29999999996,1388.8999999999942
0015_322.0,141149.80000000002,139827.6,1322.2000000000116
0015_323.8,91314.09999999999,88974.50000000001,2339.5999999999767
0015_324.4,154678.00000000006,147685.29999999996,6992.700000000099
0015_325.6,162445.40000000002,154312.69999999995,8132.70000000007
0015_328.7,170595.3,161032.80000000002,9562.49999999997
0015_330.1,168831.79999999996,158073.19999999998,10758.599999999977
0015_331.6,160678.79999999996,148938.9,11739.899999999965
0015_332.9,171230.6,157560.90000000002,13669.699999999983
0015_334.1,183297.50000000003,168182.9,15114.600000000035
0015_335.8,194723.3,179397.70000000007,15325.599999999919
0015_337.0,181753.2,174663.80000000002,7089.399999999994
0015_338.5,160154.69999999998,156686.80000000002,3467.899999999965
0015_339.1,134339.6,132176.4,2163.2000000000116
0015_340.3,157390.2,155672.7,1717.5
0015_342.0,150210.4,149610.90000000002,599.4999999999709
0015_343.1,146845.0,147899.3,-1054.2999999999884
0015_343.9,131800.7,132115.7,-315.0
0015_345.0,114034.50000000001,113544.3,490.20000000001164
0015_346.7,103134.79999999999,102669.3,465.49999999998545
0015_349.4,83246.2,83034.7,211.5
0015_351.9,76980.9,76818.40000000001,162.49999999998545
0015_357.6,73261.0,73124.5,136.5
0015_362.0,51764.600000000006,51688.9,75.70000000000437
0015_363.7,44905.299999999996,44849.4,55.89999999999418
0015_365.5,35495.6,35457.600000000006,37.999999999992724
0026_000.0,41311.9,42071.0,-759.0999999999985
0026_000.2,41248.700000000004,42172.6,-923.8999999999942
0026_000.4,67063.8,66683.8,380.0
0026_000.7,70409.7,69519.29999999999,890.4000000000087
0026_001.0,62276.0,60440.799999999996,1835.2000000000044
0026_001.3,48264.2,48813.5,-549.3000000000029
0026_001.8,62206.9,61917.100000000006,289.79999999999563
0026_002.7,54540.399999999994,54900.8,-360.40000000000873
0026_003.0,29160.199999999997,29692.300000000003,-532.1000000000058
0026_003.2,23153.899999999998,23703.999999999996,-550.0999999999985
0026_003.3,18793.2,19243.399999999998,-450.1999999999971
0026_003.5,10030.699999999999,9609.3,421.39999999999964
0037_000.0,37930.4,35494.9,2435.5
0037_001.0,35516.7,35153.799999999996,362.90000000000146
0037_001.5,27134.0,26884.0,250.0
0037_002.0,16383.900000000001,15343.1,1040.800000000001
0037_003.0,8993.8,8877.7,116.09999999999854
0037_003.5,6886.9,6632.5,254.39999999999964
0037_004.1,16148.700000000003,12177.900000000001,3970.800000000001
0037_004.5,7008.5,7590.700000000002,-582.2000000000016
0037_005.7,6970.600000000001,7555.700000000001,-585.0999999999995
0037_006.2,7546.7,7927.1,-380.40000000000055
0037_006.7,5015.000000000001,6115.099999999999,-1100.0999999999985
0037_007.2,4256.299999999999,5403.5,-1147.2000000000007
0037_009.0,8209.1,10174.699999999999,-1965.5999999999985
0037_009.6,10471.8,10388.6,83.19999999999891
0037_010.0,10842.3,10971.4,-129.10000000000036
0037_010.5,10056.800000000001,9023.900000000001,1032.8999999999996
0037_011.5,9760.400000000001,9318.1,442.3000000000011
0038_000.0,2412.8999999999996,2415.5,-2.600000000000364
0038_000.5,4170.0,4168.1,1.8999999999996362
0039_000.0,12244.400000000001,14296.2,-2051.7999999999993
0039_000.5,18453.1,19961.7,-1508.6000000000022
0039_001.5,19324.6,19838.1,-513.5
0039_002.4,21339.8,21858.9,-519.1000000000022
0039_003.5,27068.4,28477.499999999996,-1409.099999999995
0039_004.0,44243.0,44866.1,-623.0999999999985
0039_004.3,42957.0,43529.3,-572.3000000000029
0039_005.1,35815.399999999994,36563.5,-748.1000000000058
0039_006.0,21083.199999999997,20782.5,300.6999999999971
0039_006.1,19589.6,19187.0,402.59999999999854
0039_006.2,21120.7,20797.8,322.90000000000146
0039_006.4,16696.8,16607.8,89.0
0039_007.3,24335.5,24381.500000000004,-46.00000000000364
0039_007.7,6159.7,6108.2,51.5
0039_007.9,2473.1000000000004,2487.6,-14.499999999999545
0039_008.7,9782.8,9770.400000000001,12.399999999997817
0048_000.0,39814.1,40663.899999999994,-849.7999999999956
0048_000.5,36973.799999999996,37123.1,-149.3000000000029
0048_001.0,37405.0,38119.2,-714.1999999999971
0048_001.5,35935.3,35699.00000000001,236.29999999999563
0048_002.0,41073.90000000001,41036.5,37.40000000000873
0048_002.5,37078.5,38169.899999999994,-1091.3999999999942
0048_003.3,36667.1,38318.9,-1651.800000000003
0048_003.5,61416.59999999999,64902.9,-3486.30000000001
0048_003.9,49891.59999999999,49267.2,624.3999999999942
0048_004.1,37722.9,38506.3,-783.4000000000015
0051_000.0,5974.9,6037.1,-62.20000000000073
0051_000.6,8477.0,8553.199999999999,-76.19999999999891
0051_001.0,11452.300000000001,11563.9,-111.59999999999854
0051_002.4,12869.699999999999,12942.0,-72.30000000000109
0052_000.0,35260.3,33088.0,2172.300000000003
0052_000.5,52944.6,52581.8,362.79999999999563
0052_000.6,56796.4,56378.700000000004,417.6999999999971
0052_001.0,48926.899999999994,48241.5,685.3999999999942
0052_001.5,42392.399999999994,41778.2,614.1999999999971
0052_001.8,34970.200000000004,33932.299999999996,1037.9000000000087
0052_002.1,34123.6,33176.8,946.7999999999956
0052_002.6,28228.4,27447.7,780.7000000000007
0052_003.1,28383.6,27910.899999999998,472.7000000000007
0052_003.7,42134.2,41890.299999999996,243.90000000000146
0053_000.1,30135.2,31961.199999999997,-1825.9999999999964
0053_000.9,35643.2,36134.1,-490.90000000000146
0053_001.5,35768.399999999994,36295.600000000006,-527.2000000000116
0053_001.7,24561.600000000002,24828.499999999996,-266.8999999999942
0053_001.8,20975.0,21283.1,-308.09999999999854
0060_000.0,12172.600000000002,11380.3,792.3000000000029
0060_000.8,1085.0,1209.6,-124.59999999999991
0060_003.7,1685.2999999999997,1859.4,-174.10000000000036
0060_004.4,7965.5,8062.200000000001,-96.70000000000073
0060_007.4,5170.800000000001,5145.1,25.700000000000728
0067_000.0,83823.20000000001,82594.70000000003,1228.4999999999854
0067_001.0,83824.80000000002,82596.20000000003,1228.5999999999913
0067_004.0,30661.09999999999,29876.300000000003,784.7999999999884
0067_004.1,76696.2,74020.9,2675.300000000003
0067_007.3,83115.8,80544.20000000001,2571.5999999999913
0067_010.1,70842.4,68302.5,2539.899999999994
0068_000.0,2060.5,2197.1,-136.5999999999999
0068_012.8,2151.0,2281.8,-130.80000000000018
0068_017.2,2775.6,2902.6000000000004,-127.00000000000045
0068_023.7,3486.7,3596.1,-109.40000000000009
0068_024.7,2757.4,2862.1000000000004,-104.70000000000027
0068_025.0,7782.1,7954.299999999999,-172.1999999999989
0068_026.5,11666.800000000001,11882.9,-216.09999999999854
0068_026.9,8583.2,8748.6,-165.39999999999964
0068_027.4,13508.7,13643.5,-134.79999999999927
0068_028.3,16523.100000000002,16630.5,-107.39999999999782
0068_029.3,19894.2,20151.4,-257.2000000000007
0068_029.7,24435.5,24693.3,-257.7999999999993
0068_030.5,21757.399999999998,20942.7,814.6999999999971
0068_031.0,30289.2,29318.199999999997,971.0000000000036
0068_031.5,38288.200000000004,36883.6,1404.6000000000058
0068_031.7,18246.3,17974.8,271.5
0068_032.7,13105.2,12734.0,371.2000000000007
0068_033.6,16170.1,16110.0,60.100000000000364
0068_034.5,18522.7,18102.800000000003,419.8999999999978
0068_034.6,11646.599999999999,10582.6,1063.9999999999982
0068_036.0,14139.2,12791.8,1347.4000000000015
0068_038.1,34392.3,30279.5,4112.800000000003
0068_039.2,32221.300000000003,28362.0,3859.300000000003
0068_040.1,40318.1,35996.2,4321.9000000000015
0068_040.8,32384.600000000006,30924.699999999997,1459.9000000000087
0068_041.3,32489.6,31618.399999999994,871.2000000000044
0068_042.3,31820.600000000006,31194.0,626.6000000000058
0068_043.3,32177.1,31729.100000000002,447.99999999999636
0068_043.8,26973.100000000002,26088.7,884.4000000000015
0068_045.1,36365.7,36501.1,-135.40000000000146
0068_045.8,42255.8,42865.600000000006,-609.8000000000029
0068_046.8,30925.699999999997,28868.800000000003,2056.899999999994
0068_047.2,31796.100000000002,29720.100000000002,2076.0
0068_047.8,39413.1,37408.1,2005.0
0068_048.3,36310.9,31085.500000000004,5225.399999999998
0068_049.3,46026.09999999999,45114.8,911.2999999999884
0068_050.3,66259.40000000001,66845.7,-586.2999999999884
0068_050.7,54535.0,55946.2,-1411.199999999997
0068_051.3,44679.5,44881.6,-202.09999999999854
0068_052.1,47488.399999999994,47653.3,-164.90000000000873
0068_052.3,41499.200000000004,42360.0,-860.7999999999956
0068_053.1,50738.600000000006,51403.100000000006,-664.5
0068_053.3,34708.6,35667.2,-958.5999999999985
0068_054.3,21532.7,22102.799999999996,-570.0999999999949
0068_054.8,26116.1,27606.7,-1490.6000000000022
0068_055.7,49024.7,55866.99999999999,-6842.299999999996
0068_056.2,32410.8,34427.8,-2017.0000000000036
0068_056.3,28558.2,29712.0,-1153.7999999999993
0068_056.8,14238.600000000002,15614.599999999999,-1375.9999999999964
0068_057.3,22610.3,23430.0,-819.7000000000007
0068_058.1,18919.9,19668.300000000003,-748.4000000000015
0068_058.7,28463.0,28464.300000000003,-1.3000000000029104
0068_059.1,44769.399999999994,45074.299999999996,-304.90000000000146
0068_059.5,17896.6,19102.3,-1205.7000000000007
0068_060.4,21767.100000000002,24885.0,-3117.899999999998
0068_060.8,13129.8,14718.2,-1588.4000000000015
0068_061.8,9516.0,11838.2,-2322.2000000000007
0068_062.6,17919.2,16215.500000000002,1703.699999999999
0068_063.8,42063.00000000001,40969.799999999996,1093.2000000000116
0068_064.4,32142.899999999998,32132.000000000004,10.89999999999418
0068_065.7,20707.0,18999.5,1707.5
0068_066.6,15472.2,13786.4,1685.800000000001
0068_067.3,14724.5,13882.500000000002,841.9999999999982
0068_068.2,15707.699999999999,15394.2,313.4999999999982
0068_068.7,18110.8,17890.5,220.29999999999927
0068_068.9,20915.9,20515.8,400.1000000000022
0068_069.0,40252.2,39823.799999999996,428.40000000000146
0068_069.2,19090.2,19073.9,16.299999999999272
0068_069.6,12107.8,11902.799999999997,205.00000000000182
0068_070.0,8441.9,8233.7,208.1999999999989
0068_070.2,9227.4,8852.9,374.5
0068_070.5,9721.5,9236.9,484.60000000000036
0071_000.0,30975.5,30522.300000000003,453.1999999999971
0071_000.4,28387.0,28121.100000000002,265.8999999999978
0071_001.4,31990.6,31612.2,378.3999999999978
0071_002.4,35474.0,34860.700000000004,613.2999999999956
0071_002.9,38232.3,38321.7,-89.39999999999418
0071_004.1,42590.700000000004,42760.9,-170.1999999999971
0071_004.7,64730.7,64494.00000000001,236.6999999999898
0071_005.0,69527.1,69971.5,-444.3999999999942
0071_005.1,56485.0,56055.4,429.59999999999854
0071_005.5,40821.4,40837.0,-15.599999999998545
0071_006.0,9293.3,9697.7,-404.40000000000146
0071_006.6,13008.999999999998,13292.5,-283.5000000000018
0071_007.2,17713.399999999998,19287.8,-1574.4000000000015
0071_007.7,18026.7,19658.899999999998,-1632.199999999997
0071_008.2,16577.8,18320.5,-1742.7000000000007
0071_009.2,26704.8,28605.6,-1900.7999999999993
0071_009.7,30048.399999999998,33395.8,-3347.400000000005
0071_010.2,43972.799999999996,43436.399999999994,536.4000000000015
0071_010.7,42814.99999999999,41746.7,1068.2999999999956
0071_011.5,41586.6,40159.399999999994,1427.2000000000044
0071_011.7,44939.4,44715.50000000001,223.89999999999418
0071_012.2,39715.8,39622.799999999996,93.00000000000728
0071_012.6,44062.6,43793.6,269.0
0071_012.7,26931.1,26721.4,209.6999999999971
0071_013.3,22244.8,22226.4,18.399999999997817
0071_014.1,20247.100000000002,20512.499999999996,-265.3999999999942
0071_014.6,25467.899999999998,25358.6,109.29999999999927
0071_015.7,36119.6,36239.5,-119.90000000000146
0071_016.5,45141.700000000004,44845.9,295.8000000000029
0071_017.4,43479.3,43462.4,16.900000000001455
0071_018.3,51207.50000000001,51158.09999999999,49.40000000001601
0071_019.2,51158.399999999994,50993.00000000001,165.3999999999869
0071_019.6,52731.8,52532.600000000006,199.1999999999971
0071_020.0,48700.6,49386.6,-686.0
0071_020.6,49796.5,49884.4,-87.90000000000146
0071_021.2,49508.99999999999,49539.1,-30.10000000000582
0071_021.7,51698.3,51659.700000000004,38.599999999998545
0071_021.9,53399.0,54458.9,-1059.9000000000015
0071_022.2,46973.59999999999,50378.899999999994,-3405.300000000003
0071_022.3,65447.40000000001,61903.600000000006,3543.800000000003
0073_018.5,2665.5,2663.7,1.800000000000182
0073_020.7,3667.8999999999996,3664.1000000000004,3.7999999999992724
0073_024.6,6781.9,6769.0,12.899999999999636
0073_025.7,10030.6,9977.199999999999,53.400000000001455
0073_027.8,11361.1,11303.900000000001,57.19999999999891
0073_029.7,13632.0,13505.699999999999,126.30000000000109
0073_030.7,74588.09999999999,73841.7,746.3999999999942
0073_033.3,98706.1,97765.5,940.6000000000058
0073_034.6,115846.70000000001,114830.1,1016.6000000000058
0073_035.4,28556.9,28450.699999999997,106.20000000000437
0073_035.7,33671.8,34145.700000000004,-473.90000000000146
0074_000.0,25854.3,25168.5,685.7999999999993
0074_000.1,21094.7,19690.300000000003,1404.3999999999978
0074_000.4,21257.6,20767.300000000003,490.29999999999563
0074_001.0,16999.600000000002,17166.2,-166.59999999999854
0074_001.6,18290.6,18115.4,175.1999999999971
0074_002.1,19731.5,19485.4,246.09999999999854
0074_002.3,10632.2,10721.9,-89.69999999999891
0074_003.1,8548.3,8688.1,-139.8000000000011
0074_003.9,6975.300000000001,7062.099999999999,-86.79999999999836
0074_004.6,6840.799999999999,6922.099999999999,-81.30000000000018
0075_000.0,21273.300000000003,21165.5,107.80000000000291
0075_000.1,32969.8,32330.0,639.8000000000029
0075_000.6,31481.6,30901.099999999995,580.5000000000036
0075_000.9,13921.900000000001,13538.9,383.0000000000018
0077_000.0,782.5,753.3000000000001,29.199999999999932
0077_001.0,506.2999999999999,524.4999999999999,-18.19999999999999
0077_002.4,467.8999999999999,482.9,-15.000000000000057
0077_002.9,803.4000000000001,829.1,-25.699999999999932
0077_003.9,4249.2,3941.0,308.1999999999998
0077_004.9,5329.9,5284.8,45.099999999999454
0077_006.6,30789.6,30458.600000000002,330.99999999999636
0077_007.4,34384.1,33946.399999999994,437.70000000000437
0077_007.9,28376.199999999997,28176.100000000002,200.0999999999949
0077_008.5,24522.6,24369.899999999998,152.70000000000073
0079_000.0,10295.199999999999,10563.7,-268.5000000000018
0079_000.7,17204.6,17616.899999999998,-412.2999999999993
0079_001.9,15598.7,16256.7,-658.0
0079_002.5,62933.8,63078.700000000004,-144.90000000000146
0079_002.9,31741.5,31875.699999999997,-134.1999999999971
0079_003.0,34273.3,34368.1,-94.79999999999563
0079_003.3,18189.5,17952.6,236.90000000000146
0079_003.4,16578.600000000002,16551.0,27.600000000002183
0079_003.6,11878.3,12232.099999999999,-353.7999999999993
0079_003.9,30025.1,29814.4,210.6999999999971
0079_004.3,18401.700000000004,18352.4,49.30000000000291
0079_004.9,13684.0,13685.1,-1.1000000000003638
0079_005.0,15611.2,15546.6,64.60000000000036
0079_005.1,16757.0,16882.6,-125.59999999999854
0080_101.5,22388.499999999996,22496.700000000004,-108.200000000008
0080_104.3,23879.1,24004.4,-125.30000000000291
0080_111.3,57320.90000000001,55332.2,1988.7000000000116
0080_112.5,60131.59999999999,57399.0,2732.5999999999913
0080_113.3,110602.9,105910.9,4692.0
0080_114.3,138253.0,132835.3,5417.700000000012
0080_115.3,191013.69999999998,185613.00000000003,5400.699999999953
0080_117.7,125449.3,122905.59999999999,2543.7000000000116
0080_122.4,163175.2,163018.8,156.40000000002328
0080_123.2,174591.0,173758.99999999997,832.0000000000291
0080_124.1,148312.90000000002,147674.6,638.3000000000175
0080_125.1,99419.00000000001,98778.6,640.4000000000087
0080_126.8,74161.3,73656.2,505.1000000000058
0080_127.0,46838.49999999999,47338.1,-499.6000000000058
0080_127.8,49162.9,49727.399999999994,-564.4999999999927
0084_081.0,26175.3,26533.899999999998,-358.59999999999854
0084_081.7,31724.5,33169.899999999994,-1445.3999999999942
0084_084.6,22154.999999999996,23717.7,-1562.7000000000044
0084_087.8,32782.7,32759.800000000003,22.89999999999418
0085_003.0,62660.6,61243.4,1417.199999999997
0085_003.5,134805.1,131412.1,3393.0
0085_004.5,132923.4,129429.60000000002,3493.799999999974
0085_005.8,129916.7,127715.30000000002,2201.3999999999796
0085_006.0,134201.8,130778.00000000001,3423.799999999974
0085_006.6,145616.1,141423.3,4192.8000000000175
0085_007.9,116267.30000000002,110282.6,5984.700000000012
0085_008.9,127333.1,118856.00000000001,8477.099999999991
0085_010.0,135744.30000000002,126937.59999999998,8806.70000000004
0085_010.3,122420.59999999999,115321.90000000001,7098.6999999999825
0085_010.8,123291.79999999999,117478.8,5812.999999999985
0085_011.3,124953.0,118164.0,6789.0
0085_012.5,110084.7,104557.70000000001,5526.999999999985
0085_013.9,109219.19999999998,105298.4,3920.7999999999884
0085_015.5,105528.79999999997,102732.40000000002,2796.3999999999505
0085_017.7,101615.29999999997,102496.6,-881.300000000032
0085_018.7,100221.49999999997,101627.7,-1406.2000000000262
0089_322.3,5700.0,5710.699999999999,-10.699999999998909
0089_324.2,7158.8,7217.500000000001,-58.70000000000073
0089_324.7,8087.199999999999,8194.2,-107.00000000000182
0089_325.7,16050.299999999997,16107.7,-57.400000000003274
0089_326.8,17501.8,17791.7,-289.90000000000146
0089_327.0,11225.400000000001,11486.5,-261.09999999999854
0089_327.7,21829.199999999997,22040.4,-211.20000000000437
0089_327.9,27748.2,28026.2,-278.0
0089_328.1,21522.300000000003,21805.0,-282.6999999999971
0089_328.5,20558.700000000004,20856.3,-297.5999999999949
0089_328.8,17950.4,18134.699999999997,-184.29999999999563
0089_329.8,21777.6,22197.5,-419.90000000000146
0089_331.1,29580.199999999997,29961.399999999994,-381.1999999999971
0089_331.7,28510.500000000004,29022.899999999998,-512.3999999999942
0089_333.1,18892.7,19327.7,-435.0
0089_333.2,15875.8,16377.2,-501.40000000000146
0089_333.5,17884.699999999997,21445.0,-3560.300000000003
0089_334.1,15267.3,16643.7,-1376.4000000000015
0089_334.3,11685.0,11926.500000000002,-241.50000000000182
0089_334.6,30674.899999999998,32038.499999999996,-1363.5999999999985
0089_334.9,30713.699999999997,33356.1,-2642.4000000000015
0089_335.0,31473.399999999998,33605.4,-2132.0000000000036
0089_335.3,32680.699999999997,34999.9,-2319.2000000000044
0089_335.6,35551.600000000006,36942.799999999996,-1391.1999999999898
0089_336.0,33424.50000000001,35375.5,-1950.9999999999927
0089_336.5,33763.2,34717.4,-954.2000000000044
0089_336.7,33323.7,34152.8,-829.1000000000058
0089_337.2,35994.0,37074.299999999996,-1080.2999999999956
0089_337.5,36206.6,37036.3,-829.7000000000044
0089_337.9,38264.4,39827.1,-1562.699999999997
0089_338.0,40688.3,42562.6,-1874.2999999999956
0089_338.5,46716.299999999996,48276.1,-1559.800000000003
0089_339.1,48961.1,49734.7,-773.5999999999985
0089_339.6,40390.5,42396.8,-2006.300000000003
0089_340.2,43437.600000000006,45070.6,-1632.9999999999927
0089_340.7,41205.4,43158.7,-1953.2999999999956
0089_341.3,36694.6,39018.2,-2323.5999999999985
0089_341.8,30898.0,33111.2,-2213.199999999997
0089_342.4,31973.300000000003,35454.5,-3481.199999999997
0089_343.3,32498.9,36669.5,-4170.5999999999985
0089_344.0,25416.9,27994.499999999996,-2577.599999999995
0089_344.3,26739.0,29451.199999999997,-2712.199999999997
0089_344.6,17556.699999999997,19669.5,-2112.800000000003
0089_344.7,21306.2,25528.7,-4222.5
0089_345.0,20920.800000000003,24918.300000000003,-3997.5
0089_345.4,23822.3,28066.1,-4243.799999999999
0089_345.9,24453.5,27959.8,-3506.2999999999993
0089_346.5,18705.0,21736.899999999998,-3031.899999999998
0089_347.4,33936.4,35425.0,-1488.5999999999985
0089_348.0,36846.5,38507.799999999996,-1661.2999999999956
0089_348.3,39464.700000000004,41991.399999999994,-2526.69999999999
0089_348.5,40448.9,43791.6,-3342.699999999997
0089_348.8,10583.300000000001,10370.6,212.70000000000073
0089_349.3,25020.2,26419.699999999997,-1399.4999999999964
0089_349.8,33345.5,36319.5,-2974.0
0089_350.1,7393.5,9005.5,-1612.0
0089_350.9,7547.4,10540.1,-2992.7000000000007
0089_351.4,7269.2,14601.0,-7331.8
0089_351.8,12680.400000000001,15480.2,-2799.7999999999993
0089_352.0,22726.300000000003,20624.4,2101.9000000000015
0089_352.2,21483.600000000002,19500.399999999998,1983.2000000000044
0089_362.5,9140.8,11062.5,-1921.7000000000007
0089_363.3,13210.5,15334.7,-2124.2000000000007
0089_363.8,36907.7,41806.9,-4899.200000000004
0089_364.3,33458.7,38618.399999999994,-5159.699999999997
0089_364.8,38819.2,47990.2,-9171.0
0089_365.5,38104.5,47024.0,-8919.5
0089_366.3,40886.899999999994,45541.5,-4654.600000000006
0089_366.8,35391.200000000004,36060.6,-669.3999999999942
0089_367.2,30936.600000000002,33422.5,-2485.899999999998
0089_368.0,37388.8,41159.0,-3770.199999999997
0089_368.4,35149.6,36925.899999999994,-1776.2999999999956
0089_369.0,37142.5,38191.0,-1048.5
0089_369.8,43621.799999999996,43336.3,285.4999999999927
0089_369.9,37454.1,37461.2,-7.099999999998545
0089_370.6,30882.899999999998,30743.1,139.79999999999927
0089_371.0,28789.8,28675.9,113.89999999999782
0089_371.5,28278.2,28321.8,-43.599999999998545
0089_372.0,50513.5,50524.1,-10.599999999998545
0089_372.2,44751.2,45486.0,-734.8000000000029
0089_372.6,38616.7,39130.50000000001,-513.8000000000102
0089_372.7,35403.1,36571.6,-1168.5
0089_373.6,38023.7,38411.9,-388.20000000000437
0089_374.5,38115.6,39330.700000000004,-1215.1000000000058
0089_375.3,44915.799999999996,45939.399999999994,-1023.5999999999985
0089_375.7,40989.2,41878.200000000004,-889.0000000000073
0089_376.2,49462.600000000006,49169.2,293.40000000000873
0089_376.8,44861.0,45016.799999999996,-155.79999999999563
0089_377.3,43146.899999999994,43429.1,-282.20000000000437
0089_377.9,46643.8,45950.0,693.8000000000029
