SEGID,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
2194_000.8,0.07,0.06,0.11,0.06,0.06,0.1,0.05,0.05,0.09
2194_000.9,0.06,0.07,0.11,0.05,0.06,0.1,0.05,0.05,0.09
2194_001.8,0.29,0.24,0.51,0.27,0.22,0.47,0.22,0.19,0.42
2195_000.0,0.11,0.07,0.29,0.1,0.06,0.27,0.09,0.06,0.24
2195_000.7,0.06,0.06,0.1,0.06,0.05,0.09,0.05,0.05,0.08
2195_001.8,0.07,0.05,0.2,0.06,0.05,0.18,0.05,0.04,0.17
2196_000.0,0.29,0.24,0.37,0.26,0.22,0.34,0.22,0.19,0.31
2197_000.0,0.14,0.11,0.2,0.12,0.1,0.18,0.1,0.09,0.17
2201_000.0,0.07,0.06,0.1,0.06,0.05,0.09,0.05,0.05,0.08
2202_000.0,0.92,0.7,1.38,0.84,0.65,1.36,0.7,0.55,1.25
2202_000.6,0.73,0.87,1.42,0.67,0.8,1.39,0.56,0.69,1.28
2202_001.1,0.42,0.48,3.54,0.39,0.44,3.47,0.32,0.39,3.12
2204_000.0,0.9,0.69,1.01,0.86,0.64,0.98,0.71,0.55,0.88
2204_000.9,0.6,0.41,0.67,0.55,0.38,0.62,0.46,0.33,0.56
2204_001.3,0.81,0.61,0.9,0.74,0.56,0.83,0.62,0.49,0.74
2204_001.9,0.81,0.56,0.82,0.75,0.52,0.75,0.62,0.44,0.69
2204_002.5,0.92,0.61,0.88,0.85,0.56,0.81,0.7,0.48,0.75
2204_003.0,0.92,0.59,0.86,0.87,0.54,0.79,0.72,0.46,0.73
2205_000.0,0.1,0.09,0.24,0.1,0.08,0.23,0.08,0.07,0.2
2205_001.2,0.18,0.12,0.23,0.16,0.11,0.22,0.14,0.09,0.19
2207_000.0,0.08,0.04,0.09,0.07,0.04,0.08,0.06,0.03,0.07
2207_000.5,0.09,0.05,0.1,0.08,0.05,0.09,0.07,0.04,0.08
2209_000.0,0.01,0.02,0.03,0.01,0.02,0.03,0.01,0.01,0.03
2209_000.5,0.15,0.13,0.21,0.13,0.12,0.2,0.11,0.11,0.18
2211_000.0,0.07,0.04,0.18,0.07,0.03,0.16,0.06,0.03,0.15
2213_000.0,0.63,0.49,0.91,0.58,0.45,0.84,0.48,0.38,0.78
2213_000.1,0.24,0.15,0.46,0.22,0.14,0.42,0.18,0.12,0.39
2214_000.0,0.49,0.34,0.93,0.45,0.32,0.89,0.37,0.27,0.82
2216_000.0,0.13,0.12,0.42,0.11,0.1,0.37,0.09,0.09,0.32
2216_001.4,0.18,0.11,0.39,0.16,0.1,0.34,0.13,0.09,0.3
2218_000.0,0.73,0.66,0.82,0.67,0.61,0.75,0.56,0.53,0.68
2218_000.5,0.56,0.5,0.76,0.51,0.46,0.7,0.43,0.4,0.63
2218_001.4,0.25,0.35,1.18,0.23,0.32,1.15,0.19,0.28,1.04
2220_000.0,0.11,0.08,0.16,0.1,0.07,0.15,0.08,0.06,0.13
2220_001.4,0.11,0.11,0.11,0.1,0.1,0.1,0.08,0.09,0.09
2226_000.0,0.62,0.42,1.23,0.57,0.39,1.2,0.48,0.34,1.08
2226_000.7,0.66,0.72,1.88,0.6,0.66,1.84,0.5,0.57,1.7
2228_000.0,0.33,0.2,0.48,0.31,0.19,0.44,0.25,0.16,0.39
2228_000.2,0.39,0.26,0.56,0.36,0.24,0.51,0.3,0.21,0.46
2228_000.5,0.3,0.21,0.43,0.28,0.19,0.39,0.23,0.17,0.35
2228_000.8,0.31,0.21,0.42,0.28,0.19,0.39,0.23,0.17,0.35
2228_001.2,0.32,0.2,0.44,0.3,0.18,0.4,0.25,0.16,0.36
2230_000.0,0.1,0.1,0.14,0.09,0.09,0.13,0.08,0.08,0.12
2230_000.4,0.54,0.44,0.67,0.5,0.4,0.62,0.41,0.34,0.57
2230_001.1,0.47,0.43,0.49,0.43,0.39,0.45,0.36,0.34,0.4
2230_002.2,0.87,0.75,1.0,0.8,0.69,0.97,0.67,0.6,0.87
2230_003.8,0.24,0.27,0.29,0.22,0.24,0.27,0.18,0.21,0.24
2232_000.0,0.57,0.51,0.75,0.53,0.47,0.69,0.44,0.4,0.62
2232_001.0,0.81,0.48,1.11,0.75,0.44,1.09,0.62,0.38,0.98
2232_001.5,0.69,0.51,0.91,0.63,0.47,0.84,0.53,0.4,0.75
2232_002.5,0.61,0.48,0.88,0.56,0.44,0.81,0.47,0.38,0.73
2232_003.5,0.71,0.55,0.9,0.65,0.51,0.83,0.54,0.44,0.74
2233_000.0,0.48,0.54,0.75,0.44,0.5,0.69,0.37,0.43,0.62
2233_001.0,0.8,0.49,0.98,0.73,0.45,0.95,0.61,0.39,0.86
2233_001.7,0.74,0.37,0.65,0.68,0.34,0.6,0.57,0.29,0.55
2233_002.0,0.61,0.38,0.82,0.56,0.35,0.75,0.47,0.3,0.69
2233_002.9,0.54,0.32,0.75,0.49,0.29,0.69,0.41,0.25,0.64
2234_000.0,1.54,0.98,2.08,1.51,0.93,2.04,1.26,0.81,1.84
2234_001.3,0.95,0.55,0.95,0.9,0.51,0.9,0.75,0.44,0.81
2234_001.8,1.02,0.57,1.12,1.0,0.53,1.1,0.83,0.46,0.99
2234_002.0,1.02,0.57,1.12,1.0,0.53,1.1,0.83,0.46,0.99
2236_000.0,0.99,0.83,1.55,0.94,0.76,1.52,0.78,0.66,1.37
2236_000.9,0.2,0.21,0.55,0.18,0.2,0.51,0.15,0.17,0.46
2236_001.5,0.24,0.19,0.31,0.22,0.17,0.28,0.18,0.15,0.25
2238_000.0,0.61,0.29,0.87,0.56,0.27,0.8,0.47,0.23,0.72
2238_001.0,1.0,0.49,1.12,0.97,0.45,1.09,0.81,0.39,0.98
2238_001.5,0.86,0.4,0.92,0.79,0.36,0.87,0.66,0.32,0.78
2238_001.8,0.69,0.34,0.73,0.64,0.31,0.67,0.53,0.27,0.61
2238_002.2,0.69,0.34,0.71,0.63,0.31,0.66,0.53,0.27,0.59
2240_000.0,0.54,0.38,0.71,0.5,0.35,0.65,0.42,0.3,0.59
2240_000.2,0.57,0.4,0.68,0.52,0.37,0.63,0.43,0.32,0.56
2240_001.0,0.92,0.7,1.14,0.88,0.65,1.11,0.73,0.56,1.0
2240_001.4,1.01,0.8,1.08,0.98,0.74,1.06,0.82,0.64,0.95
2240_001.8,1.05,0.78,1.23,1.03,0.72,1.21,0.86,0.62,1.09
2240_002.0,0.87,0.61,0.98,0.8,0.56,0.93,0.66,0.48,0.86
2240_002.3,0.74,0.57,0.86,0.68,0.52,0.79,0.56,0.44,0.73
2240_002.5,0.29,0.21,0.34,0.26,0.19,0.31,0.22,0.16,0.28
2240_003.0,0.92,0.65,1.0,0.88,0.6,0.97,0.73,0.51,0.89
2242_000.0,0.25,0.14,0.37,0.23,0.13,0.34,0.19,0.11,0.31
2244_000.0,0.17,0.11,0.48,0.15,0.1,0.44,0.13,0.09,0.41
2244_000.7,0.38,0.28,0.81,0.35,0.26,0.74,0.29,0.22,0.69
2246_000.0,0.75,0.75,1.11,0.69,0.69,1.09,0.57,0.58,1.01
2246_001.0,0.31,0.18,0.53,0.28,0.16,0.49,0.23,0.14,0.45
2246_001.5,0.27,0.14,0.43,0.25,0.13,0.4,0.21,0.11,0.37
2246_002.0,0.66,0.32,0.96,0.61,0.3,0.91,0.51,0.25,0.84
2246_002.3,0.67,0.33,0.94,0.61,0.3,0.89,0.51,0.26,0.82
2246_002.5,0.69,0.36,1.05,0.64,0.33,1.03,0.53,0.28,0.95
2246_003.0,0.85,0.44,1.14,0.78,0.41,1.12,0.64,0.35,1.03
2246_003.5,0.54,0.38,0.92,0.49,0.35,0.88,0.41,0.3,0.81
2246_004.0,0.5,0.4,0.78,0.46,0.36,0.72,0.38,0.31,0.66
2246_004.5,0.12,0.1,0.18,0.11,0.09,0.17,0.09,0.08,0.15
2250_000.0,0.24,0.15,0.39,0.22,0.14,0.36,0.18,0.12,0.33
2250_001.2,0.2,0.12,0.44,0.18,0.11,0.41,0.15,0.1,0.37
2250_002.9,0.59,0.35,0.91,0.55,0.32,0.87,0.46,0.28,0.78
2250_004.4,0.29,0.17,0.36,0.27,0.16,0.33,0.22,0.14,0.3
2250_004.6,1.0,0.85,1.26,0.95,0.78,1.24,0.79,0.68,1.11
2250_005.8,0.4,0.37,0.61,0.37,0.34,0.56,0.3,0.29,0.52
2250_005.9,0.84,0.7,0.96,0.77,0.64,0.91,0.64,0.55,0.84
2250_006.3,0.81,0.69,0.91,0.75,0.64,0.87,0.62,0.54,0.8
2250_006.4,0.84,0.74,0.97,0.78,0.68,0.92,0.64,0.58,0.85
2250_006.6,0.71,0.64,0.86,0.65,0.59,0.79,0.54,0.5,0.73
2251_000.0,1.25,0.68,1.5,1.23,0.63,1.47,1.02,0.54,1.32
2251_000.5,1.25,0.68,1.5,1.23,0.63,1.47,1.02,0.54,1.32
2251_001.1,1.03,0.55,1.26,1.01,0.51,1.23,0.84,0.44,1.11
2251_001.5,0.6,0.28,0.81,0.55,0.26,0.75,0.46,0.23,0.67
2251_001.9,0.16,0.04,0.35,0.14,0.04,0.32,0.12,0.03,0.29
2251_002.5,0.12,0.02,0.29,0.11,0.02,0.27,0.1,0.02,0.24
2254_000.0,0.33,0.23,0.7,0.3,0.21,0.65,0.25,0.18,0.59
2254_001.0,0.47,0.29,0.99,0.44,0.27,0.96,0.36,0.23,0.89
2254_002.2,0.58,0.36,0.9,0.53,0.34,0.83,0.44,0.29,0.76
2254_002.5,0.48,0.34,0.84,0.44,0.32,0.78,0.37,0.27,0.72
2254_003.1,0.51,0.41,0.6,0.47,0.38,0.55,0.39,0.32,0.51
2254_003.4,0.5,0.43,0.63,0.46,0.4,0.58,0.38,0.34,0.53
2254_003.5,0.46,0.41,0.63,0.43,0.37,0.58,0.35,0.32,0.53
2254_003.7,0.65,0.57,0.8,0.6,0.53,0.74,0.5,0.45,0.68
2254_004.0,0.66,0.56,0.75,0.6,0.51,0.69,0.5,0.44,0.63
2254_004.3,0.74,0.62,0.87,0.68,0.57,0.8,0.56,0.48,0.74
2254_004.6,0.78,0.69,0.98,0.72,0.64,0.93,0.6,0.54,0.86
2254_004.9,0.56,0.53,0.73,0.52,0.49,0.67,0.43,0.42,0.62
2254_005.2,0.56,0.49,0.8,0.52,0.45,0.74,0.43,0.39,0.68
2254_005.5,0.66,0.55,0.84,0.61,0.51,0.77,0.5,0.43,0.71
2254_005.8,0.41,0.34,0.5,0.37,0.32,0.46,0.31,0.28,0.41
2254_006.4,0.4,0.38,0.54,0.37,0.35,0.5,0.31,0.3,0.46
2254_006.7,0.42,0.26,0.75,0.38,0.24,0.69,0.32,0.21,0.64
2254_007.0,0.24,0.23,0.25,0.22,0.21,0.23,0.19,0.18,0.21
2258_000.0,0.65,0.46,1.24,0.6,0.43,1.21,0.5,0.36,1.12
2258_001.7,1.03,0.73,0.94,1.0,0.67,0.89,0.82,0.57,0.82
2258_001.8,0.78,0.56,0.85,0.72,0.51,0.78,0.6,0.44,0.72
2258_002.4,0.43,0.34,0.83,0.39,0.32,0.77,0.32,0.27,0.71
2258_002.8,0.55,0.36,1.53,0.5,0.33,1.5,0.42,0.28,1.38
2258_003.5,0.54,0.36,1.54,0.5,0.33,1.51,0.41,0.28,1.39
2258_003.6,0.61,0.48,1.12,0.56,0.44,1.1,0.46,0.39,0.99
2258_004.2,0.56,0.46,0.98,0.52,0.42,0.93,0.43,0.36,0.86
2258_004.5,0.56,0.44,0.95,0.51,0.41,0.9,0.43,0.35,0.83
2258_005.0,0.74,0.55,0.98,0.68,0.5,0.93,0.56,0.43,0.86
2258_005.3,1.01,0.73,1.03,0.98,0.67,1.01,0.81,0.57,0.93
2258_005.7,1.04,0.88,1.21,1.02,0.81,1.19,0.84,0.69,1.1
2262_000.0,0.6,0.59,0.99,0.56,0.54,0.96,0.46,0.46,0.89
2262_000.3,0.73,0.59,0.96,0.67,0.54,0.91,0.55,0.46,0.84
2262_000.4,0.79,0.57,0.91,0.72,0.53,0.86,0.6,0.45,0.8
2262_000.6,0.55,0.39,0.79,0.51,0.36,0.73,0.42,0.3,0.67
2262_000.9,0.55,0.39,0.88,0.51,0.36,0.81,0.42,0.31,0.75
2262_001.2,0.9,0.6,1.12,0.83,0.55,1.1,0.68,0.47,1.01
2262_001.5,0.74,0.65,1.02,0.68,0.6,1.0,0.57,0.52,0.9
2262_001.8,0.47,0.5,0.85,0.43,0.46,0.78,0.35,0.4,0.72
2262_002.3,0.57,0.48,0.98,0.53,0.44,0.93,0.43,0.38,0.85
2262_002.4,0.91,0.73,1.11,0.84,0.67,1.09,0.69,0.57,1.0
2262_002.9,0.48,0.44,0.73,0.45,0.4,0.67,0.37,0.35,0.6
2262_003.4,0.22,0.18,0.27,0.2,0.16,0.25,0.17,0.14,0.23
2264_000.0,0.43,0.36,1.07,0.39,0.33,1.05,0.33,0.28,0.97
2264_000.9,0.99,0.98,2.01,0.94,0.93,1.97,0.78,0.79,1.82
2264_001.8,1.06,0.78,1.74,1.04,0.72,1.7,0.86,0.61,1.57
2264_002.6,0.36,0.26,0.5,0.33,0.24,0.46,0.28,0.2,0.42
2264_003.2,0.47,0.31,0.64,0.43,0.29,0.59,0.36,0.24,0.55
2264_003.8,0.37,0.34,0.65,0.34,0.31,0.6,0.28,0.26,0.55
2264_004.3,0.53,0.46,0.52,0.48,0.43,0.48,0.4,0.36,0.44
2264_004.5,0.91,0.6,1.21,0.83,0.55,1.18,0.69,0.47,1.09
2264_004.8,0.28,0.2,0.27,0.26,0.18,0.24,0.21,0.16,0.22
2264_004.9,0.17,0.13,0.19,0.16,0.12,0.18,0.13,0.1,0.16
2264_005.1,0.22,0.17,0.34,0.2,0.16,0.31,0.17,0.13,0.28
2264_005.2,0.19,0.16,0.38,0.17,0.15,0.35,0.14,0.12,0.33
2264_005.4,0.2,0.14,0.46,0.18,0.13,0.42,0.15,0.11,0.39
2264_005.5,0.23,0.14,0.4,0.21,0.13,0.37,0.18,0.11,0.34
2266_000.0,0.64,0.49,0.92,0.58,0.45,0.87,0.49,0.39,0.78
2266_000.6,0.7,0.46,0.99,0.64,0.42,0.94,0.53,0.36,0.86
2266_001.8,0.91,0.6,1.16,0.84,0.55,1.14,0.7,0.47,1.05
2266_002.4,0.73,0.48,0.88,0.67,0.44,0.81,0.55,0.38,0.75
2266_003.3,0.91,0.56,0.99,0.84,0.51,0.96,0.69,0.44,0.89
2266_004.3,1.12,0.86,1.17,1.09,0.79,1.15,0.9,0.67,1.06
2266_005.0,0.44,0.29,0.49,0.41,0.27,0.45,0.34,0.23,0.42
2266_005.2,0.52,0.31,0.56,0.48,0.29,0.51,0.4,0.24,0.47
2266_005.8,0.63,0.4,0.73,0.58,0.37,0.68,0.48,0.31,0.62
2266_005.9,0.62,0.39,0.68,0.57,0.36,0.63,0.47,0.3,0.58
2266_006.1,1.65,1.0,2.05,1.62,0.97,2.01,1.34,0.82,1.85
2266_006.7,1.02,0.64,1.23,0.99,0.59,1.2,0.82,0.5,1.11
2266_007.2,0.73,0.4,0.94,0.67,0.37,0.89,0.56,0.32,0.8
2269_000.0,0.44,0.31,0.8,0.41,0.29,0.73,0.34,0.24,0.68
2270_000.0,0.71,0.6,0.89,0.66,0.55,0.82,0.54,0.47,0.75
2270_000.3,0.77,0.62,0.91,0.71,0.57,0.87,0.59,0.49,0.8
2270_000.6,0.75,0.6,0.89,0.69,0.55,0.85,0.57,0.47,0.78
2270_000.9,0.76,0.67,0.91,0.7,0.61,0.86,0.58,0.52,0.8
2270_001.2,0.91,0.76,1.0,0.84,0.7,0.95,0.69,0.6,0.88
2270_001.5,0.65,0.62,0.9,0.6,0.57,0.86,0.5,0.49,0.79
2270_001.8,0.32,0.3,0.34,0.3,0.28,0.31,0.25,0.24,0.29
2270_002.1,0.33,0.25,0.39,0.31,0.23,0.36,0.25,0.2,0.32
2270_002.4,0.61,0.51,0.77,0.56,0.47,0.71,0.47,0.41,0.63
2270_002.7,0.6,0.48,0.71,0.55,0.44,0.65,0.46,0.38,0.59
2270_003.0,0.43,0.39,0.67,0.39,0.36,0.62,0.33,0.31,0.56
2270_003.3,0.54,0.18,0.68,0.5,0.17,0.62,0.41,0.15,0.56
2272_000.0,0.6,0.33,0.87,0.56,0.31,0.8,0.46,0.26,0.72
2272_000.7,0.31,0.16,0.4,0.29,0.15,0.37,0.24,0.13,0.33
2274_000.0,1.65,0.59,1.67,1.62,0.54,1.64,1.34,0.46,1.51
2274_000.6,1.34,0.53,1.37,1.31,0.49,1.34,1.09,0.42,1.24
2276_000.0,0.47,0.23,0.52,0.43,0.21,0.48,0.36,0.19,0.43
2280_000.0,0.82,0.66,1.36,0.75,0.6,1.33,0.63,0.52,1.2
2282_000.0,0.47,0.38,0.49,0.43,0.35,0.45,0.36,0.3,0.4
2282_000.5,0.49,0.4,0.51,0.45,0.37,0.47,0.37,0.32,0.42
2282_001.1,0.53,0.38,0.5,0.49,0.35,0.46,0.4,0.3,0.41
2284_000.0,0.67,0.35,0.75,0.61,0.32,0.69,0.51,0.27,0.64
2284_000.5,0.63,0.34,0.64,0.58,0.31,0.59,0.48,0.27,0.54
2284_001.1,0.67,0.32,0.7,0.62,0.29,0.65,0.51,0.25,0.6
2289_000.0,0.66,0.29,0.72,0.58,0.25,0.63,0.48,0.22,0.55
2289_001.8,1.17,0.9,1.25,1.15,0.85,1.23,0.96,0.74,1.1
2290_000.0,0.46,0.38,0.88,0.42,0.35,0.81,0.35,0.3,0.73
2290_001.0,0.34,0.26,0.78,0.31,0.24,0.72,0.26,0.2,0.66
2290_001.9,0.6,0.44,1.04,0.55,0.41,1.02,0.45,0.35,0.94
2290_002.2,0.48,0.4,0.92,0.44,0.36,0.87,0.37,0.32,0.78
2290_002.8,0.7,0.46,1.0,0.65,0.42,0.97,0.54,0.36,0.89
2290_003.6,1.12,0.68,1.26,1.1,0.63,1.23,0.91,0.53,1.14
2290_004.0,0.63,0.43,0.91,0.58,0.4,0.87,0.48,0.34,0.8
2290_004.6,0.62,0.49,1.03,0.57,0.45,1.0,0.47,0.38,0.92
2290_005.7,1.01,0.93,1.6,0.98,0.89,1.57,0.81,0.76,1.45
2290_006.4,0.73,0.65,0.91,0.67,0.6,0.84,0.56,0.51,0.77
2290_006.6,0.64,0.63,0.9,0.59,0.58,0.86,0.49,0.5,0.79
2290_006.9,0.68,0.64,1.02,0.63,0.59,1.0,0.52,0.51,0.92
2290_007.1,0.66,0.65,0.96,0.6,0.6,0.91,0.5,0.51,0.84
2290_007.2,0.62,0.55,0.96,0.57,0.51,0.92,0.47,0.43,0.84
2290_007.5,0.58,0.48,1.0,0.54,0.44,0.97,0.44,0.38,0.89
2290_007.8,0.5,0.42,0.91,0.46,0.39,0.83,0.38,0.33,0.77
2290_008.1,0.84,0.7,1.07,0.77,0.64,1.05,0.64,0.55,0.97
2290_008.4,0.71,0.62,1.11,0.65,0.57,1.09,0.54,0.5,0.98
2290_008.7,0.64,0.54,0.99,0.59,0.49,0.94,0.49,0.43,0.84
2290_009.0,0.59,0.46,0.82,0.54,0.42,0.76,0.45,0.37,0.68
2290_009.3,0.49,0.42,0.64,0.45,0.39,0.58,0.38,0.33,0.53
2290_009.9,0.48,0.47,0.59,0.44,0.43,0.54,0.37,0.37,0.5
2290_010.2,0.4,0.36,0.47,0.37,0.33,0.43,0.3,0.28,0.4
2292_000.0,0.33,0.26,0.65,0.3,0.24,0.6,0.25,0.21,0.54
2292_001.1,0.58,0.49,0.85,0.53,0.45,0.78,0.44,0.39,0.72
2292_002.3,0.49,0.4,0.7,0.45,0.36,0.64,0.37,0.31,0.59
2292_002.7,0.47,0.39,0.6,0.43,0.36,0.55,0.36,0.3,0.51
2292_003.0,0.5,0.43,0.68,0.46,0.4,0.63,0.38,0.34,0.58
2292_003.2,0.47,0.4,0.99,0.44,0.37,0.96,0.36,0.32,0.88
2292_003.5,0.97,0.7,1.63,0.92,0.65,1.59,0.76,0.55,1.47
2292_003.6,0.96,0.79,1.76,0.92,0.73,1.73,0.76,0.62,1.59
2292_003.8,0.93,0.95,2.14,0.88,0.9,2.1,0.73,0.77,1.94
2292_004.1,1.18,1.18,1.61,1.15,1.16,1.58,0.95,0.99,1.46
2292_004.4,0.65,0.61,0.88,0.6,0.56,0.81,0.5,0.47,0.75
2292_004.7,0.38,0.35,1.42,0.35,0.32,1.39,0.29,0.27,1.29
2292_005.0,0.56,0.39,1.48,0.52,0.36,1.45,0.43,0.31,1.33
2292_005.6,0.59,0.37,1.01,0.54,0.34,0.98,0.45,0.3,0.88
2292_006.0,0.65,0.39,0.79,0.6,0.36,0.72,0.49,0.3,0.67
2292_006.5,0.76,0.48,1.0,0.7,0.44,0.97,0.58,0.38,0.89
2292_006.8,0.42,0.28,0.51,0.39,0.25,0.47,0.32,0.22,0.42
2292_007.0,0.19,0.11,0.22,0.17,0.1,0.2,0.14,0.09,0.18
2292_007.8,0.34,0.22,0.41,0.31,0.2,0.38,0.26,0.17,0.35
2292_008.6,0.54,0.34,0.67,0.5,0.32,0.62,0.41,0.27,0.56
2292_010.1,0.45,0.28,0.63,0.39,0.25,0.55,0.33,0.22,0.48
2292_013.8,0.62,0.39,1.05,0.54,0.34,0.98,0.45,0.3,0.91
2293_000.0,0.49,0.44,0.75,0.45,0.41,0.69,0.37,0.35,0.64
2293_000.6,0.53,0.38,1.12,0.49,0.35,1.09,0.41,0.3,0.98
2296_000.0,0.69,0.51,0.64,0.64,0.47,0.59,0.53,0.4,0.55
2300_000.0,0.67,0.57,0.82,0.61,0.53,0.75,0.51,0.45,0.69
2302_000.0,4.62,0.92,3.39,4.53,0.87,3.32,3.75,0.74,3.06
2305_000.0,0.34,0.32,3.08,0.31,0.3,3.02,0.26,0.25,2.79
2305_000.3,0.2,0.22,3.09,0.19,0.2,3.03,0.15,0.17,2.79
2305_000.9,0.31,0.31,1.18,0.28,0.29,1.16,0.23,0.25,1.07
2306_000.0,0.58,0.56,0.67,0.53,0.52,0.62,0.44,0.44,0.57
2306_000.1,0.58,0.59,0.64,0.54,0.54,0.59,0.44,0.46,0.55
2306_000.3,0.61,0.59,0.74,0.56,0.54,0.68,0.47,0.46,0.62
2306_000.6,0.26,0.31,0.57,0.24,0.29,0.53,0.2,0.24,0.48
2306_000.9,0.39,0.45,0.86,0.36,0.42,0.79,0.3,0.36,0.73
2306_001.2,0.32,0.33,0.43,0.29,0.31,0.4,0.24,0.26,0.36
2306_001.5,0.67,0.64,0.8,0.62,0.59,0.73,0.52,0.51,0.66
2306_001.8,0.8,0.65,0.77,0.73,0.6,0.7,0.61,0.52,0.63
2306_002.1,0.33,0.31,0.44,0.31,0.29,0.4,0.26,0.25,0.36
2306_002.5,0.44,0.35,0.42,0.4,0.33,0.39,0.33,0.28,0.36
2308_000.0,0.95,0.9,1.41,0.9,0.82,1.38,0.74,0.7,1.27
2308_000.1,1.06,0.73,1.66,1.03,0.67,1.63,0.86,0.58,1.5
2308_000.3,0.73,0.6,1.92,0.68,0.55,1.88,0.56,0.47,1.73
2308_000.4,0.62,0.67,1.37,0.57,0.62,1.34,0.47,0.53,1.24
2308_000.6,0.27,0.27,0.59,0.25,0.25,0.54,0.21,0.21,0.5
2308_000.7,0.28,0.29,0.43,0.26,0.27,0.4,0.22,0.23,0.37
2316_000.0,0.54,0.46,0.58,0.5,0.42,0.53,0.41,0.36,0.49
2316_000.1,0.52,0.45,0.6,0.48,0.42,0.55,0.39,0.36,0.5
2316_000.3,0.52,0.46,0.59,0.48,0.42,0.55,0.4,0.36,0.5
2316_000.6,1.44,1.28,1.35,1.41,1.26,1.33,1.17,1.07,1.22
2316_000.9,0.48,0.46,0.52,0.44,0.42,0.48,0.36,0.36,0.44
2316_001.2,0.5,0.52,0.58,0.46,0.47,0.54,0.38,0.4,0.5
2316_001.5,0.5,0.52,0.61,0.46,0.48,0.56,0.38,0.41,0.52
2316_001.6,0.44,0.52,0.65,0.41,0.48,0.6,0.34,0.41,0.56
2317_000.0,0.37,0.38,0.36,0.34,0.35,0.33,0.28,0.3,0.31
2322_000.0,0.07,0.03,0.91,0.06,0.03,0.86,0.05,0.02,0.79
2322_000.7,0.19,0.17,1.1,0.17,0.15,1.07,0.14,0.13,0.99
2322_001.8,0.27,0.2,0.48,0.25,0.18,0.44,0.21,0.15,0.41
2322_002.3,0.3,0.27,0.45,0.28,0.25,0.41,0.23,0.21,0.38
2322_002.6,0.33,0.36,0.54,0.3,0.33,0.49,0.25,0.28,0.45
2322_002.7,0.87,0.6,1.13,0.8,0.55,1.11,0.66,0.47,1.02
2322_002.9,0.82,0.57,1.18,0.76,0.53,1.16,0.63,0.45,1.07
2322_003.0,0.93,0.76,1.29,0.88,0.7,1.26,0.73,0.59,1.16
2322_003.2,0.88,0.79,1.35,0.81,0.73,1.32,0.67,0.62,1.22
2322_003.3,0.61,0.49,0.86,0.56,0.45,0.79,0.47,0.39,0.73
2322_003.5,0.62,0.49,0.93,0.57,0.45,0.89,0.47,0.39,0.82
2322_003.6,0.57,0.47,0.86,0.53,0.43,0.79,0.44,0.37,0.73
2322_003.9,0.56,0.52,0.91,0.52,0.48,0.87,0.43,0.41,0.8
2322_004.2,0.42,0.34,0.91,0.39,0.31,0.87,0.32,0.27,0.8
2322_004.5,0.31,0.22,0.36,0.28,0.2,0.33,0.23,0.17,0.31
2324_000.0,0.68,0.69,0.85,0.63,0.63,0.78,0.52,0.54,0.72
2324_000.1,0.57,0.67,0.84,0.53,0.61,0.77,0.44,0.52,0.71
2324_000.3,0.48,0.57,0.78,0.44,0.53,0.72,0.36,0.45,0.66
2324_000.4,0.57,0.54,0.88,0.53,0.5,0.81,0.43,0.42,0.75
2324_000.6,1.1,0.69,1.21,1.07,0.64,1.19,0.89,0.54,1.09
2326_000.0,0.91,0.6,1.09,0.83,0.55,1.07,0.69,0.47,0.99
2326_000.1,0.79,0.53,1.32,0.73,0.49,1.29,0.6,0.42,1.19
2326_000.3,0.82,0.4,0.85,0.76,0.37,0.79,0.62,0.32,0.72
2326_000.4,0.75,0.43,0.82,0.69,0.39,0.75,0.57,0.34,0.69
2326_000.6,0.71,0.4,0.9,0.65,0.37,0.83,0.54,0.31,0.76
2326_000.9,0.84,0.51,0.98,0.77,0.47,0.93,0.64,0.4,0.86
2326_001.2,0.81,0.46,1.08,0.75,0.42,1.06,0.62,0.36,0.98
2326_001.5,0.31,0.13,0.29,0.28,0.12,0.27,0.23,0.1,0.25
2326_002.1,1.06,0.66,0.96,1.04,0.61,0.91,0.86,0.52,0.84
2326_002.2,1.31,0.77,1.16,1.28,0.71,1.13,1.06,0.6,1.05
2328_000.0,0.08,0.09,0.38,0.08,0.09,0.35,0.06,0.07,0.33
2328_000.1,0.99,0.57,1.19,0.96,0.53,1.17,0.79,0.45,1.08
2328_000.3,1.01,0.53,1.22,0.98,0.49,1.2,0.81,0.42,1.1
2328_000.4,0.83,0.56,0.79,0.77,0.52,0.72,0.63,0.44,0.67
2328_000.6,0.85,0.55,0.86,0.78,0.51,0.79,0.64,0.43,0.73
2328_000.7,0.92,0.8,0.92,0.87,0.74,0.84,0.72,0.63,0.78
2328_000.9,0.92,0.78,0.9,0.84,0.72,0.83,0.7,0.61,0.76
2328_001.1,1.03,0.78,1.03,1.0,0.72,1.01,0.83,0.62,0.93
2328_001.3,1.03,0.9,1.06,1.0,0.83,1.04,0.83,0.71,0.96
2328_001.6,0.62,0.54,0.63,0.57,0.49,0.58,0.48,0.42,0.54
2328_001.9,0.58,0.42,0.57,0.53,0.39,0.53,0.44,0.33,0.49
2328_002.5,0.55,0.32,0.55,0.51,0.29,0.51,0.42,0.25,0.47
